8,11,13,14,15,16,19,21,22,26,28,30,34,39,43,44,45,46,47,52,53,55,61,62,64,70,71,72,74,75,76,78,79,80,81,82,85,86,87,88,91,93,96,97,102,105,108,117,121,123,124,125,126,129,130,132,136,138,139,141,144,145,150,151,152,155,156,161,162,166,167,171,172,175,177,183,184,186,187,188,190,192,194,195,197,199,201,203,204,206,208,209,210,212,215,220,221,223,224,226,227,229,230,232,235,241,242,244,245,246,247,248,250,253,254,256,260,261,263,266,269,271,274,275,276,279,280,283,284,285,286,287,288,289,290,299
2,3,5,7,9,10,20,23,25,27,33,35,36,40,41,42,50,54,57,58,60,66,67,73,77,84,89,99,100,101,109,113,114,119,120,127,133,135,137,140,147,154,158,160,163,165,168,169,174,178,191,207,211,217,218,219,228,234,239,255,257,258,262,268,277,281,282,291,293,297,298,300
1,4,6,12,17,18,24,29,37,38,49,51,56,59,63,65,68,90,92,94,103,104,106,107,110,111,112,115,116,118,122,131,134,142,143,149,153,157,159,170,173,179,180,181,182,185,189,193,198,200,202,205,213,214,216,222,225,231,236,237,238,243,249,251,252,265,270,272,273,278,294,295
31,32,48,69,83,95,98,128,146,148,164,176,196,233,240,259,264,267,292,296
