4,7,11,12,16,18,19,20,21,24,25,38,39,40,42,43,44,45,50,55,56,59,67,69,72,74,76,80,84,88,89,92,93,95,102,103,107,109,113,114,117,118,125,128,129,133,134,137,143,146,148,153,154,157,158,159,160,161,163,164,170,171,176,178,180,181,185,187,188,189,193,194,195,196,198,201,210,212,214,215,216,220,227,230,234,235,237,240,241,243,244,246,250,252,253,260,261,263,267,272,275,278,279,280,282,283,285,288,289,292,294,296,297,298,302,303,311,312,313,314,321,323,327,330,332,334,336,337,338,342,345,350,351
2,3,5,6,8,9,13,14,15,17,22,23,28,29,30,31,32,34,35,37,41,46,47,49,51,53,54,57,58,60,61,62,64,65,68,70,78,81,83,85,86,87,90,91,94,96,99,100,101,104,105,108,110,111,112,115,116,122,124,126,127,131,138,139,140,141,142,145,147,150,151,152,155,156,162,165,166,169,173,174,179,182,186,197,199,202,203,206,207,208,211,219,221,222,224,225,226,229,231,232,233,236,238,242,245,247,248,251,255,256,257,262,264,269,270,271,281,284,286,287,291,293,295,299,300,301,304,305,306,307,309,315,319,320,322,324,328,331,333,335,339,340,341,343,346,347,348,352,353,356,357,358,359
1,26,52,63,75,97,130,132,144,149,190,191,192,205,213,228,239,249,258,259,265,266,268,274,326,329,344
10,27,33,36,48,66,71,73,77,79,82,98,106,119,120,121,123,135,136,167,168,172,175,177,183,184,200,204,209,217,218,223,254,273,276,277,290,308,310,316,317,318,325,349,354,355
