mode_3_frequency(cm-1),mode_3_intensity,mode_4_frequency(cm-1),mode_4_intensity,mode_5_frequency(cm-1),mode_5_intensity,mode_6_frequency(cm-1),mode_6_intensity
251.4077,0.6496,466.4855,7.1437,586.3946,81.0601,899.453,50.4215
209.9062,3.4728,377.2962,7.6522,528.2487,9.6818,989.6796,144.7604
192.2163,0.5657,317.7639,4.1938,505.7491,7.3888,1046.6161,118.7175
117.5411,0.3744,228.4065,6.5043,471.2144,1.8038,1124.8414,191.3499
164.6176,0.791,274.47,0.0983,381.9137,5.6426,1322.816,142.4184
258.2954,1.6593,414.738,29.9698,589.2256,44.1302,942.8292,138.8067
202.3229,16.8944,351.9722,13.7025,428.8171,19.5281,854.9384,142.405
199.2599,4.7231,356.3911,13.6991,532.2744,28.5,972.4888,207.9561
270.9013,1.3639,306.9428,0.3418,504.2329,5.7533,1086.8711,65.0982
169.3698,0.4072,289.3263,0.3206,378.3944,7.426,1295.0992,203.8606
163.1084,0.4225,286.5406,0.0227,381.3316,0.7547,1347.2516,82.5723
196.1297,2.6063,273.6114,4.2328,528.623,0.4896,951.4819,125.3214
205.7806,0.8792,333.5829,5.8679,493.3592,15.5149,1070.9527,92.3622
169.5541,2.0769,257.3965,14.0936,487.5684,4.1853,1019.2437,225.4035
249.4232,6.705,276.38,1.3881,436.6431,9.407,950.2696,293.3501
