,charge transfer/e-
1765,0.022873
1766,0.163333
1767,0.064468
1768,0.054944
1769,0.13904
1770,-0.074345
1771,0.154185
1772,-0.013763
1773,0.055726
1774,-0.04891
1775,0.079593
1776,-0.006419
1777,-0.088703
1778,-0.013048
1779,-0.108858
1780,0.065059
1781,-0.088251
1782,-0.077108
1783,0.081188
1784,-0.036659
1785,0.016026
1786,-0.077782
1787,-0.086452
1788,-0.160849
1789,-0.177325
1790,-0.000711
1791,0.015429
1792,-0.017207
1793,-0.040993
1794,0.079057
1795,0.048922
1796,-0.102525
1797,-0.104678
1798,0.029836
1799,0.045143
1800,-0.09344
1801,0.030239
1802,-0.141186
1803,-0.053771
1804,-0.047906
1805,-0.023577
1806,-0.123505
1807,-0.083034
1808,0.089661
1809,0.046763
1810,0.069174
1811,-0.140107
1812,0.135724
1813,-0.142132
1814,0.056349
1815,-0.131477
1816,-0.122166
1817,0.040189
1818,0.025524
1819,-0.039679
1820,-0.011184
1821,0.158664
1822,0.150104
1823,-0.115522
1824,0.077667
1825,-0.055122
1826,-0.124129
1827,0.053489
1828,0.018203
1829,-0.071422
1830,-0.182751
1831,0.037177
1832,0.081774
1833,0.073705
1834,0.123391
1835,0.128676
1836,0.080713
1837,-0.004432
1838,0.072451
1839,-0.039763
1840,-0.073853
1841,-0.085729
1842,0.172433
1843,-0.055734
1844,0.076914
1845,-0.003927
1846,0.058133
1847,-0.022671
1848,-0.061515
1849,-0.121618
1850,-0.07652
1851,0.024277
1852,0.073013
1853,0.06393
1854,-0.131372
1855,-0.02373
1856,0.073531
1857,-0.021853
1858,-0.083849
1859,-0.023857
1860,0.074081
1861,0.05032
1862,0.171027
1863,-0.09806
1864,0.1791
1865,0.032442
1866,0.027883
1867,-0.023
1868,0.042564
1869,0.047179
1870,-0.057128
1871,0.07293
1872,0.053769
1873,0.080132
1874,0.070471
1875,0.043625
1876,0.003544
1877,-0.106704
1878,-0.008808
1879,-0.053517
1880,0.079413
1881,0.009607
1882,0.050505
1883,-0.141992
1884,-0.115244
1885,0.133506
1886,0.055703
1887,-0.122763
1888,0.069529
1889,-0.092088
1890,0.166123
1891,0.027645
1892,0.01082
1893,0.060926
1894,-0.095242
1895,-0.024318
1896,-0.153189
1897,0.025585
1898,-0.091963
1899,-0.055906
1900,-0.020585
1901,-0.051757
1902,0.064368
1903,0.084075
1904,-0.036972
1905,0.052431
1906,0.139547
1907,-0.093723
1908,0.165299
1909,0.003628
1910,0.043984
1911,-0.084222
1912,-0.011098
1913,0.048807
1914,-0.105902
1915,0.061719
1916,0.008173
1917,-0.122555
1918,-0.180082
1919,0.007793
1920,-0.126792
1921,0.045499
1922,-0.122817
1923,-0.071227
1924,0.13153
1925,0.077295
1926,-0.091886
1927,0.071587
1928,0.009235
1929,0.043423
1930,0.064816
1931,0.16492
1932,0.155959
1933,0.018962
1934,0.018403
1935,-0.020824
1936,0.027077
1937,0.048971
1938,0.063684
1939,0.059081
1940,0.030093
1941,-0.11858
1942,0.047548
1943,-0.128186
1944,0.052237
1945,-0.052039
1946,-0.09557
1947,0.034994
1948,0.075331
1949,-0.11022
1950,0.07431
1951,-0.150278
1952,-0.006249
1953,-0.02806
1954,0.043179
1955,-0.073981
1956,-0.006497
1957,0.09021
1958,0.077014
1959,-0.042913
1960,-0.185742
1961,0.040607
1962,0.061281
1963,-0.041374
1964,-0.015853
1965,-0.111923
1966,-0.103681
1967,0.08047
1968,-0.022225
1969,-0.014062
1970,0.073101
1971,-0.014918
1972,-0.045525
1973,0.054477
1974,0.022804
1975,-0.090093
1976,-0.098122
1977,0.051389
1978,0.132487
1979,-0.059351
1980,-0.034576
1981,0.151208
1982,0.065769
1983,0.076059
1984,0.036773
1985,0.065177
1986,-0.100456
1987,-0.120216
1988,0.085971
1989,0.019854
1990,0.067085
1991,0.043079
1992,0.060532
1993,-0.117929
1994,-0.119907
1995,-0.090231
1996,0.149008
1997,-0.141805
1998,0.067455
1999,0.050465
2000,0.068194
2001,-0.069353
2002,-0.089316
2003,0.140089
2004,0.074863
2005,0.156219
2006,-0.026376
2007,0.034386
2008,0.033877
2009,0.072287
2010,0.085093
2011,-0.061681
2012,0.048122
2013,0.081475
2014,0.122786
2015,-0.035049
2016,-0.049089
2017,0.077236
2018,-0.12078
2019,-0.047432
2020,0.023383
2021,0.077979
2022,-0.04072
2023,0.077628
2024,0.050611
2025,0.064051
2026,-0.11598
2027,-0.063689
2028,0.078872
2029,0.079204
2030,0.068355
2031,-0.071938
2032,0.065966
2033,0.030045
2034,-0.040197
2035,-0.048078
2036,-0.059478
2037,-0.077694
2038,0.053961
2039,0.145789
2040,-0.171806
2041,0.055564
2042,0.056406
2043,0.062664
2044,-0.100153
2045,-0.061266
2046,0.045213
2047,0.091026
2048,0.027379
2049,0.038467
2050,-0.109867
2051,-0.128965
2052,-0.049329
2053,0.173191
2054,0.063804
2055,0.067434
2056,-0.054536
2057,0.049533
2058,0.074382
2059,0.123361
2060,0.06469
2061,-0.132603
2062,-0.066605
2063,0.179544
2064,0.028497
2065,-0.047504
2066,0.048929
2067,0.154452
2068,-0.09364
2069,-0.065078
2070,-0.059677
2071,0.053031
2072,0.070563
2073,-0.109206
2074,-0.104203
2075,-0.124655
2076,0.027256
2077,-0.065368
2078,0.021673
2079,0.03968
2080,-0.112713
2081,0.083611
2082,-0.183856
2083,-0.037229
2084,0.050064
2085,-0.124517
2086,0.090242
2087,-0.012636
2088,-0.039643
2089,0.126655
2090,0.150819
2091,-0.157007
2092,0.060944
2093,0.069599
2094,0.028451
2095,0.056296
2096,0.078077
2097,0.06817
2098,0.05837
2099,-0.068666
2100,-0.113456
2101,0.012426
2102,-0.130231
2103,-0.125631
2104,0.018376
2105,0.037999
2106,0.019629
2107,0.036618
2108,-0.070652
2109,0.042286
2110,0.030199
2111,-0.03339
2112,-0.124009
2113,0.024782
2114,0.047317
2115,-0.040471
2116,0.052326
2117,0.148735
2118,-0.071355
2119,0.004377
2120,0.086842
2121,-0.057915
2122,-0.088109
2123,-0.06555
2124,-0.095564
2125,0.0576
2126,0.033473
2127,0.15511
2128,0.039926
2129,-0.068556
2130,0.048975
2131,-0.061427
2132,0.052767
2133,0.028632
2134,-0.098474
2135,0.030586
2136,-0.000249
2137,-0.120258
2138,0.009951
2139,0.064189
2140,0.038086
2141,-0.124467
2142,-0.085948
2143,-0.083059
2144,0.070094
2145,0.019418
2146,0.031529
2147,0.07378
2148,-0.034564
2149,-0.10532
2150,0.064383
2151,0.015435
2152,0.051907
2153,0.066712
2154,-0.065226
2155,-0.101219
2156,0.143951
2157,-0.169444
2158,-0.06364
2159,-0.014847
2160,-0.078445
2161,-0.057758
2162,-0.037645
2163,0.050836
2164,-0.114309
2165,0.080136
2166,0.046532
2167,0.037067
2168,-0.112569
2169,-0.055809
2170,-0.008484
2171,-0.09861
2172,-0.097976
2173,0.058112
2174,-0.062126
2175,-0.108652
2176,-0.146234
2177,0.051358
2178,-0.09389
2179,-0.060984
2180,-0.075008
2181,-0.035963
2182,0.039569
2183,-0.123392
2184,-0.019721
2185,0.027171
2186,-0.0654
2187,0.079662
2188,-0.074051
2189,-0.077555
2190,0.172563
2191,-0.050412
2192,0.063395
2193,-0.057968
2194,0.02199
2195,0.059672
2196,-0.113018
2197,-0.034902
2198,0.002056
2199,0.037737
2200,0.066717
2201,-0.086373
2202,-0.093938
2203,0.048959
2204,-0.034542
2205,-0.044149
2206,-0.024257
2207,0.032132
2208,-0.07837
2209,-0.126726
2210,0.084488
2211,0.158972
2212,0.0428
2213,-0.167639
2214,0.029971
2215,0.046067
2216,0.074532
2217,-0.069925
2218,-0.077577
2219,0.018871
2220,0.07312
2221,-0.117361
2222,0.027029
2223,0.021492
2224,0.025458
2225,0.179594
2226,-0.021992
2227,0.164065
2228,0.065279
2229,-0.05724
2230,-0.068666
2231,-0.112307
2232,-0.079858
2233,0.04954
2234,0.040242
2235,-0.011749
2236,-0.065547
2237,0.021556
2238,-0.030069
2239,-0.01714
2240,0.165394
2241,0.014
2242,0.060945
2243,-0.056901
2244,0.041624
2245,-0.042642
2246,0.127932
2247,0.070913
2248,0.04804
2249,0.030193
2250,0.059413
2251,-0.10442
2252,0.082741
2253,-0.128054
2254,-0.028839
2255,-0.080306
2256,-0.10676
2257,0.027969
2258,-0.044285
2259,0.039884
2260,0.157733
2261,0.006514
2262,-0.133435
2263,-0.005427
2264,0.049129
2265,0.026803
2266,-0.022464
2267,-0.108502
2268,-0.091591
2269,-0.068297
2270,-0.033857
2271,0.003726
2272,0.000813
2273,0.056933
2274,0.068179
2275,-0.034457
2276,0.02623
2277,0.021965
2278,0.134839
2279,-0.109581
2280,0.025678
2281,0.030542
2282,-0.077602
2283,0.055859
2284,0.050664
2285,-0.007252
2286,-0.054855
2287,-0.014142
2288,-0.008755
2289,0.043827
2290,0.030196
2291,0.065359
2292,-0.001121
2293,0.0149
2294,0.053676
2295,0.065819
2296,-0.040437
2297,-0.0688
2298,-0.085429
2299,0.034482
2300,0.029004
2301,0.030131
2302,0.061189
2303,-0.021971
2304,-0.072579
2305,0.073814
2306,-0.081951
2307,-0.157966
2308,-0.103524
2309,-0.122355
2310,0.027579
2311,-0.031286
2312,-0.052266
2313,0.042598
2314,-0.017772
2315,-0.073301
2316,-0.068522
2317,0.060647
2318,0.057529
2319,-0.098025
2320,-0.090697
2321,0.059038
2322,-0.152107
2323,0.050942
2324,-0.092771
2325,-0.123906
2326,0.008095
2327,0.073284
2328,0.064617
2329,0.044858
2330,0.016625
2331,-0.098513
2332,-0.147974
2333,0.006213
2334,-0.070151
2335,-0.060027
2336,-0.102501
2337,0.014828
2338,-0.049755
2339,-0.126905
2340,0.016853
2341,0.042645
2342,-0.006716
2343,0.068792
2344,0.085231
2345,-0.047711
2346,0.099014
2347,-0.09547
2348,0.143565
2349,-0.051886
2350,-0.063802
2351,-0.05241
2352,0.068655
2353,0.040448
2354,0.039924
2355,0.034494
2356,0.105313
2357,0.017413
2358,-0.061138
2359,-0.00118
2360,0.020612
2361,0.026018
2362,0.158407
2363,0.072527
2364,-0.047976
2365,-0.100993
2366,-0.063865
2367,0.058154
2368,-0.092828
2369,0.032868
2370,-0.077337
2371,-0.109296
2372,-0.016774
2373,0.023057
2374,0.081237
2375,0.084553
2376,-0.087077
2377,0.032043
2378,-0.061142
2379,-0.061512
2380,0.080388
2381,0.062084
2382,0.060072
2383,-0.077767
2384,-0.031128
2385,-0.090771
2386,0.031676
2387,0.04752
2388,0.040045
2389,0.169866
2390,0.018265
2391,0.047765
2392,0.031432
2393,-0.10179
2394,0.022091
2395,-0.009876
2396,-0.06928
2397,0.166252
2398,-0.085483
2399,-0.032744
2400,-0.091745
2401,-0.108813
2402,0.00303
2403,-0.088949
2404,0.150132
2405,-0.118907
2406,0.052013
2407,-0.035411
2408,-0.070892
2409,-0.068907
2410,-0.119168
2411,-0.085532
2412,0.042367
2413,-0.099141
2414,-0.066035
2415,-0.142507
2416,0.065427
2417,-0.062655
2418,0.00332
2419,-0.108819
2420,0.078851
2421,0.166163
2422,-0.037829
2423,-0.036455
2424,-0.057119
2425,-0.070036
2426,-0.075261
2427,0.014872
2428,0.066934
2429,-0.174381
2430,0.037725
2431,-0.155456
2432,0.06489
2433,0.022674
2434,0.031929
2435,0.041622
2436,-0.071638
2437,-0.08973
2438,0.069745
2439,-0.086903
2440,-0.122251
2441,-0.04597
2442,-0.05159
2443,-0.128598
2444,0.069783
2445,-0.155968
2446,-0.048466
2447,0.169797
2448,-0.079552
2449,0.022998
2450,0.034081
2451,-0.013404
2452,-0.110466
2453,-0.076863
2454,0.061554
2455,0.143974
2456,-0.146687
2457,0.059675
2458,0.028881
2459,-0.095445
2460,-0.047329
2461,0.051099
2462,-0.145562
2463,0.169604
2464,-0.074224
2465,-0.128459
2466,-0.046755
2467,-0.023116
2468,0.02087
2469,0.026001
2470,-0.083024
2471,-0.066503
2472,0.086688
2473,0.057576
2474,-0.106883
2475,-0.061016
2476,0.081012
2477,-0.12783
2478,-0.166905
2479,0.024744
2480,-0.144623
2481,-0.009546
2482,0.043461
2483,0.021992
2484,0.07584
2485,0.033783
2486,-0.080132
2487,-0.076296
2488,-0.120068
2489,-0.087539
2490,-0.079221
2491,-0.043607
2492,0.15378
2493,0.169467
2494,-0.131797
2495,0.146974
2496,-0.011088
2497,0.049725
2498,-0.013434
2499,0.147264
2500,0.177308
2501,-0.097962
2502,-0.108342
2503,-0.15982
2504,-0.065117
2505,0.047885
2506,-0.058883
2507,-0.025135
2508,-0.131221
2509,-0.065522
2510,-0.005576
2511,-0.093215
2512,-0.127705
2513,0.080079
2514,0.068579
2515,0.060972
2516,0.044071
2517,-0.116455
2518,0.047503
2519,-0.149422
2520,0.013161
2521,-0.023986
2522,0.034136
2523,0.084827
2524,0.025917
2525,-0.085864
2526,0.077029
2527,-0.184036
2528,-0.031552
2529,0.046511
2530,-0.076362
2531,-0.101805
2532,0.007623
2533,-0.061713
2534,-0.046746
2535,-0.12192
2536,0.063755
2537,0.079331
2538,-0.009272
2539,-0.066086
2540,0.075971
2541,-0.078034
2542,-0.122127
2543,-0.087379
2544,-0.102686
2545,0.049695
2546,0.042228
2547,0.087157
2548,-0.085025
2549,0.0786
2550,0.038468
2551,-0.07283
2552,-0.082611
2553,0.129952
2554,0.062319
2555,-0.064688
2556,-0.077138
2557,0.03427
2558,-0.005267
2559,0.068249
2560,-0.112687
2561,0.042839
2562,0.153551
2563,0.01258
2564,0.034529
2565,0.119444
2566,0.068952
2567,-0.010931
2568,-0.091294
2569,-0.036176
2570,-0.073165
2571,0.153949
2572,0.033698
2573,0.084849
2574,0.05843
2575,0.138581
2576,-0.12485
2577,0.039992
2578,0.073505
2579,-0.014378
2580,0.015568
2581,0.002849
2582,-0.024681
2583,0.090111
2584,0.060207
2585,0.010276
2586,-0.015392
2587,0.081936
2588,0.04353
2589,-0.006315
2590,-0.042261
2591,0.017897
2592,-0.155227
2593,-0.111642
2594,-0.147918
2595,-0.164359
2596,0.171938
2597,0.163485
2598,-0.145243
2599,0.073508
2600,-0.067091
2601,0.051713
2602,0.050768
2603,-0.113541
2604,0.062339
2605,-0.043696
2606,0.066147
2607,0.145069
2608,0.067597
2609,0.021951
2610,-0.032861
2611,-0.081515
2612,0.044516
2613,0.138926
2614,0.015386
2615,-0.095459
2616,-0.09897
2617,-0.091244
2618,-0.072645
2619,0.079569
2620,-0.097253
2621,0.074508
2622,-0.072382
2623,0.060763
2624,-0.034142
2625,-0.097259
2626,-0.027782
2627,0.071432
2628,-0.108515
2629,-0.068531
2630,-0.06182
2631,-0.118297
2632,-0.066635
2633,0.092288
2634,0.035902
2635,0.032758
2636,0.018313
2637,-0.169011
2638,-0.134802
2639,-0.061675
2640,-0.009424
2641,0.085579
2642,0.036201
2643,0.032909
2644,0.077676
2645,0.060529
2646,-0.056835
2647,-0.076815
2648,0.063544
2649,0.075799
2650,-0.033296
2651,-0.05919
2652,0.022375
2653,0.089665
2654,-0.143719
2655,-0.184051
2656,0.060973
2657,0.056354
2658,0.077958
2659,-0.017854
2660,0.041322
2661,0.131361
2662,-0.118419
2663,-0.059883
2664,-0.073098
2665,0.164476
2666,0.022185
2667,-0.067436
2668,0.02606
2669,-0.126696
2670,-0.084229
2671,0.066957
2672,0.011147
2673,-0.057905
2674,-0.130326
2675,0.081693
2676,0.02369
2677,-0.044267
2678,-0.012768
2679,0.077767
2680,0.036017
2681,-0.084348
2682,0.053555
2683,0.051102
2684,0.071933
2685,0.076522
2686,-0.022955
2687,-0.035539
2688,-0.10631
2689,0.137306
2690,-0.019963
2691,0.064068
2692,0.123222
2693,0.075148
2694,0.032191
2695,-0.109913
2696,0.051508
2697,0.058201
2698,-0.002506
2699,-0.063981
2700,0.068416
2701,0.080552
2702,-0.017011
2703,0.066465
2704,0.157084
2705,0.055065
2706,-0.10094
2707,-0.069993
2708,0.031571
2709,-0.066242
2710,-0.022706
2711,0.039846
2712,-0.034108
2713,0.086599
2714,0.128036
2715,0.038076
2716,0.068261
2717,-0.002616
2718,0.175472
2719,-0.016753
2720,0.022119
2721,-0.065132
2722,0.063142
2723,0.069103
2724,-0.066348
2725,-0.013136
2726,0.038014
2727,0.025752
2728,0.00164
2729,0.095913
2730,0.075066
2731,0.057932
2732,-0.134117
2733,0.159173
2734,-0.032612
2735,-0.006446
2736,0.05583
2737,-0.023999
2738,0.053169
2739,0.087689
2740,-0.095259
2741,-0.137785
2742,-0.099678
2743,-0.081582
2744,-0.044611
2745,0.167892
2746,0.054686
2747,-0.055257
2748,-0.070105
2749,0.087994
2750,-0.088591
2751,0.061218
2752,-0.090499
2753,0.161609
2754,0.028765
2755,0.040076
2756,0.010397
2757,0.007757
2758,-0.059054
2759,0.08298
2760,0.051327
2761,-0.011706
2762,0.135772
2763,-0.109509
2764,0.02081
2765,-0.054667
2766,0.059964
2767,0.064493
2768,-0.033503
2769,0.042525
2770,-0.13443
2771,0.06783
2772,0.072123
2773,0.062087
2774,0.167984
2775,-0.052221
2776,0.039096
2777,0.053508
2778,0.022078
2779,0.032178
2780,0.036707
2781,-0.058172
2782,-0.059587
2783,0.169425
2784,0.027907
2785,-0.068019
2786,-0.054204
2787,0.083668
2788,0.036249
2789,0.041321
2790,0.067424
2791,0.043635
2792,0.07331
2793,0.180203
2794,-0.106528
2795,-0.092565
2796,-0.022755
2797,-0.104231
2798,0.045024
2799,0.034569
2800,0.066804
2801,0.166482
2802,0.059352
2803,-0.061273
2804,-0.061262
2805,-0.016982
2806,0.053077
2807,-0.094244
2808,0.066448
2809,0.051438
2810,0.173355
2811,-0.07216
2812,0.035179
2813,-0.071633
2814,-0.063703
2815,-0.139237
2816,0.045303
2817,-0.016015
2818,-0.078376
2819,0.03369
2820,-0.120827
2821,-0.053265
2822,0.010161
2823,0.022527
2824,-0.121663
2825,-0.142227
2826,0.028925
2827,0.080374
2828,-0.100268
2829,-0.019083
2830,0.025649
2831,0.176175
2832,-0.083126
2833,0.04854
2834,0.004911
2835,0.061651
2836,-0.023701
2837,0.138429
2838,-0.055052
2839,0.070465
2840,0.052867
2841,0.075352
2842,-0.089633
2843,-0.058907
2844,0.045634
2845,-0.121732
2846,-0.08207
2847,0.051653
2848,0.028409
2849,0.152916
2850,0.075949
2851,0.072452
2852,0.183154
2853,-0.071741
2854,-0.052134
2855,0.069495
2856,0.005783
2857,0.0751
2858,0.084228
2859,0.147761
2860,0.033908
2861,0.07221
2862,-0.090996
2863,0.144605
2864,-0.029426
2865,0.033139
2866,0.035232
2867,-0.111583
2868,-0.106398
2869,-0.124558
2870,0.161386
2871,0.034769
2872,-0.106827
2873,-0.107615
2874,-0.104273
2875,0.054998
2876,-0.109473
2877,0.057591
2878,-0.028725
2879,0.061989
2880,0.055111
2881,0.068081
2882,-0.007154
2883,-0.114157
2884,0.040368
2885,-0.162204
2886,0.028684
2887,-0.043819
2888,-0.179887
2889,-0.076113
2890,-0.060767
2891,0.158704
2892,-0.052287
2893,0.064316
2894,0.072557
2895,0.04029
2896,-0.097143
2897,-0.051444
2898,-0.121418
2899,-0.039011
2900,-0.038128
2901,0.062845
2902,0.062056
2903,-0.077966
2904,-0.071983
2905,0.04531
2906,-0.109824
2907,-0.086574
2908,0.024244
2909,-0.03868
2910,-0.066663
2911,0.066506
2912,-0.05042
2913,-0.106065
2914,-0.033918
2915,0.054668
2916,-0.06867
2917,0.011796
2918,0.041577
2919,0.061673
2920,-0.037445
2921,0.074356
2922,-0.128876
2923,-0.137278
2924,0.183793
2925,0.021688
2926,-0.050741
2927,-0.028802
2928,-0.057178
2929,-0.009391
2930,0.151075
2931,0.007035
2932,-0.044559
2933,-0.019486
2934,0.044372
2935,0.026887
2936,0.07639
2937,0.099119
2938,-0.08135
2939,0.052684
2940,-0.181274
2941,0.167579
2942,-0.035378
2943,-0.064802
2944,-0.114024
2945,0.081037
2946,-0.111687
2947,0.024766
2948,0.176392
2949,-0.081797
2950,-0.115951
2951,0.022696
2952,-0.169148
2953,0.067189
2954,-0.131152
2955,0.063252
2956,-0.027473
2957,-0.067763
2958,-0.123992
2959,-0.090173
2960,0.046034
2961,-0.030266
2962,0.007139
2963,0.166865
2964,-0.043408
2965,0.043548
2966,-0.090266
2967,0.063017
2968,-0.054296
2969,0.07361
2970,0.152522
2971,0.068182
2972,-0.046558
2973,-0.114262
2974,-0.014822
2975,-0.010324
2976,0.038836
2977,0.024807
2978,-0.124785
2979,0.077283
2980,0.005764
2981,0.016629
2982,-0.071622
2983,-0.109356
2984,-0.085082
2985,-0.056119
2986,-0.026949
2987,0.040877
2988,0.019818
2989,-0.125023
2990,-0.08708
2991,-0.064722
2992,-0.024559
2993,-0.050315
2994,0.175284
2995,0.165326
2996,-0.040147
2997,0.049955
2998,0.027887
2999,0.03773
3000,-0.033078
3001,0.156795
3002,0.164903
3003,-0.115768
3004,0.043986
3005,-0.005814
3006,-0.108497
3007,-0.011195
3008,-0.119592
3009,-0.129215
3010,0.090013
3011,-0.144801
3012,-0.05875
3013,-0.081969
3014,0.0301
3015,0.155004
3016,0.132542
3017,-0.097668
3018,-0.023837
3019,0.066564
3020,-0.041836
3021,-0.0428
3022,-0.101721
3023,0.064964
3024,-0.066247
3025,-0.055081
3026,-0.150428
3027,0.055142
3028,-0.135231
3029,0.135544
3030,-0.006128
3031,-0.115712
3032,-0.110094
3033,0.076131
3034,-0.025502
3035,0.000416
3036,0.173824
3037,-0.041518
3038,-0.06631
3039,0.159818
3040,0.074887
3041,-0.004131
3042,0.143471
3043,0.046427
3044,-0.133858
3045,0.144806
3046,-0.171681
3047,0.030019
3048,-0.079331
3049,-0.061801
3050,-0.082469
3051,0.031968
3052,0.064748
3053,-0.067256
3054,0.016817
3055,0.170043
3056,-0.017356
3057,-0.032794
3058,-0.092234
3059,-0.043373
3060,-0.09899
3061,0.026107
3062,0.033543
3063,0.038132
3064,0.17336
3065,-0.123091
3066,-0.05908
3067,-0.05632
3068,0.158168
3069,-0.083725
3070,0.148158
3071,0.020482
3072,0.076131
3073,-0.069074
3074,0.034053
3075,0.07232
3076,-0.092628
3077,-0.020802
3078,0.043364
3079,0.06548
3080,0.035624
3081,0.161923
3082,0.077227
3083,0.081055
3084,-0.090237
3085,0.161995
3086,-0.054964
3087,-0.090211
3088,-0.112365
3089,0.076407
3090,-0.17203
3091,-0.029873
3092,-0.136094
3093,0.182276
3094,-0.046737
3095,0.043807
3096,-0.138063
3097,0.05612
3098,0.041226
3099,-0.037784
3100,-0.043809
3101,0.046054
3102,-0.143655
3103,-0.003254
3104,-0.039915
3105,-0.025214
3106,-0.123235
3107,0.014217
3108,-0.14235
3109,0.063278
3110,0.038629
3111,-0.052806
3112,0.150953
3113,0.06349
3114,0.033584
3115,-0.078873
3116,0.156294
3117,-0.042378
3118,-0.010555
3119,0.057236
3120,0.161406
3121,-0.00754
3122,-0.018678
3123,-0.066888
3124,0.057129
3125,0.057593
3126,-0.084362
3127,0.064083
3128,-0.012094
3129,0.061505
3130,0.072083
3131,0.074544
3132,-0.059702
3133,-0.154863
3134,-0.127455
3135,-0.115346
3136,0.018255
3137,0.054616
3138,-0.100642
3139,-0.106054
3140,-0.003043
3141,-0.081799
3142,0.145197
3143,0.076613
3144,-0.095287
3145,0.078488
3146,-0.014513
3147,0.132023
3148,-0.077116
3149,-0.054742
3150,-0.18142
3151,-0.02405
3152,0.047875
3153,0.006133
3154,-0.055953
3155,0.160202
3156,0.178941
3157,-0.029216
3158,0.14944
3159,-0.048323
3160,-0.123747
3161,0.128987
3162,0.172632
3163,-0.138642
3164,-0.005874
3165,0.144346
3166,-0.108138
3167,0.054485
3168,-0.014582
3169,-0.115141
3170,0.045696
3171,0.037502
3172,-0.083356
3173,-0.013479
3174,0.053934
3175,0.002891
3176,0.02635
3177,-0.047978
3178,0.028417
3179,-0.116946
3180,-0.099467
3181,-0.087496
3182,-0.107144
3183,-0.071456
3184,0.017999
3185,-0.065611
3186,0.15563
3187,-0.104063
3188,0.04878
3189,-0.028028
3190,0.06691
3191,0.041052
3192,-0.026325
3193,0.029944
3194,-0.129875
3195,0.068336
3196,0.140092
3197,-0.083427
3198,-0.018953
3199,0.138975
3200,-0.075746
3201,0.032879
3202,0.08748
3203,-5.80E-05
3204,0.018286
3205,-0.100057
3206,0.060941
3207,0.082793
3208,-0.017157
3209,-0.054166
3210,-0.070799
3211,0.028557
3212,0.027318
3213,0.137201
3214,-0.183493
3215,0.024456
3216,-0.081311
3217,-0.064517
3218,-0.001245
3219,-0.077286
3220,-0.169555
3221,-0.04683
3222,0.057472
3223,0.030683
3224,0.078891
3225,0.066919
3226,-0.076629
3227,0.015403
3228,-0.174656
3229,0.159788
3230,0.076768
3231,0.048169
3232,-0.132817
3233,0.013343
3234,-0.0147
3235,0.04428
3236,-0.009606
3237,-0.019512
3238,-0.046323
3239,0.06979
3240,0.030416
3241,0.150154
3242,0.004824
3243,0.016226
3244,0.078403
3245,0.026938
3246,0.00871
3247,-0.174631
3248,0.009594
3249,0.139882
3250,0.075709
3251,-0.038379
3252,-0.119636
3253,0.040963
3254,0.072298
3255,0.074567
3256,-0.123633
3257,-0.076775
3258,0.052839
3259,-0.103732
3260,0.019023
3261,0.078531
3262,0.09899
3263,-0.099298
3264,-0.026716
3265,0.048421
3266,0.044901
3267,-0.091868
3268,0.026129
3269,-0.063996
3270,-0.102368
3271,-0.021729
3272,0.054185
3273,-0.121887
3274,0.085093
3275,0.017997
3276,0.077314
3277,0.183168
3278,0.089818
3279,0.040237
3280,0.157997
3281,-0.021959
3282,0.063753
3283,-0.109527
3284,0.139791
3285,0.064382
3286,0.021751
3287,0.070981
3288,-0.098548
3289,0.046755
3290,-0.072049
3291,0.164257
3292,-0.062981
3293,0.006697
3294,-0.043944
3295,-0.104963
3296,-0.161475
3297,0.071279
3298,0.059582
3299,0.060934
3300,-0.157355
3301,0.063657
3302,0.022223
3303,0.064069
3304,-0.129251
3305,0.034368
3306,0.056451
3307,0.078506
3308,0.067294
3309,-0.084281
3310,0.078774
3311,0.046501
3312,0.073141
3313,0.050737
3314,0.024711
3315,0.145878
3316,-0.110248
3317,-0.12007
3318,0.056311
3319,0.073544
3320,0.176582
3321,-0.091669
3322,-0.063534
3323,0.033573
3324,-0.173661
3325,-0.08961
3326,-0.021368
3327,-0.04926
3328,0.081478
3329,0.023207
3330,-0.003212
3331,-0.099647
3332,-0.03054
3333,-0.126871
3334,0.06101
3335,-0.020019
3336,-0.105338
3337,0.034416
3338,0.026198
3339,0.051229
3340,-0.06254
3341,-0.071478
3342,-0.083468
3343,0.05244
3344,-0.015192
3345,-0.084369
3346,0.096177
3347,0.131795
3348,-0.048669
3349,0.086683
3350,0.032593
3351,-0.019924
3352,0.079799
3353,0.182938
3354,0.024561
3355,-0.045173
3356,-0.015311
3357,0.066914
3358,-0.111768
3359,0.006031
3360,-0.082088
3361,-0.125609
3362,0.01731
3363,0.073065
3364,0.021151
3365,-0.021964
3366,-0.001554
3367,0.06466
3368,0.159768
3369,-0.062152
3370,-0.080415
3371,-0.04229
3372,0.011574
3373,-0.095064
3374,-0.058695
3375,0.075898
3376,0.159794
3377,-0.055592
3378,-0.049151
3379,-0.053059
3380,0.008286
3381,0.032885
3382,-0.134475
3383,-0.051913
3384,-0.095096
3385,-0.094355
3386,-0.122206
3387,-0.07335
3388,-0.080092
3389,0.071832
3390,-0.128452
3391,0.057069
3392,-0.066727
3393,-0.171044
3394,0.000343
3395,-0.010431
3396,-0.091659
3397,0.13969
3398,0.059493
3399,-0.071303
3400,-0.03156
3401,0.186283
3402,0.067239
3403,-0.136869
3404,0.062037
3405,0.027728
3406,-0.021879
3407,0.038755
3408,0.031303
3409,0.157452
3410,0.002409
3411,-0.113141
3412,-0.079436
