mode_3_frequency(cm-1),mode_3_intensity,mode_4_frequency(cm-1),mode_4_intensity,mode_5_frequency(cm-1),mode_5_intensity,mode_6_frequency(cm-1),mode_6_intensity
147.6399,15.3563,404.7082,16.1963,461.5278,4.4117,2015.0022,563.0044
394.5566,3.0609,458.7507,7.0329,583.9031,20.9062,1793.0119,351.1887
261.3488,0.1995,374.6988,1.7042,457.5901,19.8335,2018.2332,598.8282
264.196,2.2354,397.6404,1.3076,470.2873,1.1169,1851.0156,243.2157
313.6334,3.4936,344.1817,8.1413,494.4082,1.4955,2009.3191,479.6296
290.4789,4.1515,342.0255,29.6549,444.8792,2.5083,2039.5116,520.477
243.6013,2.9661,275.7548,10.7642,319.6329,0.0939,2120.2952,300.19
294.9385,6.0496,395.5035,9.9286,492.8417,2.7669,1904.1957,317.3815
373.9131,0.8042,450.4831,2.9218,567.638,9.561,1779.1986,341.4589
341.0728,4.2308,476.6906,4.3948,562.0355,6.8725,1774.0685,318.4867
308.144,30.1262,443.9276,3.1176,496.5435,6.1899,2030.8991,580.8128
328.421,2.9868,346.8937,4.8271,439.4716,2.0597,2040.4107,411.9101
335.1649,2.4408,416.9173,8.4016,555.2095,0.9289,1856.2728,362.0125
347.6412,22.5625,352.7245,12.6399,423.6646,3.3248,2039.2225,402.614
321.3719,6.138,411.6823,11.9959,551.895,3.6929,1819.2075,328.823
323.4804,18.6507,340.6969,14.2272,452.3441,0.6965,2008.9719,403.6215
243.812,1.2674,386.0889,7.9655,457.1125,3.9471,1858.3674,337.2928
292.7873,6.4196,355.3852,20.1528,391.7023,5.717,2036.0769,527.0086
171.6584,18.2648,416.6094,50.6905,475.2794,18.3914,2014.5428,647.4125
322.4559,47.0423,323.6958,3.6464,441.5281,8.8287,2029.2324,407.5409
350.78,8.4019,358.8806,7.0666,408.6124,7.3309,2039.3134,493.9238
323.6504,2.91,398.3222,10.1362,525.2293,7.3781,1851.9663,297.8651
368.665,59.3508,447.838,6.0895,490.5342,22.8203,2020.1912,566.4939
240.0237,3.269,331.6048,19.5159,429.9501,2.5214,2039.521,467.6013
372.4116,0.9214,508.0399,15.085,557.1505,5.0358,1653.7365,250.4189
430.4347,6.229,452.4802,9.0092,503.7495,6.6557,2022.3909,552.5962
297.4633,0.6889,467.1055,1.2082,498.8304,5.8657,1755.6879,240.1103
316.3616,1.8318,413.0101,0.4185,494.7831,15.1523,1815.4398,305.7879
299.3399,1.1123,460.5527,2.5922,488.2054,3.601,1785.0901,233.1985
310.6842,36.179,324.8367,73.7602,505.516,0.1471,2035.0236,570.8489
345.1568,2.2961,435.3687,6.5807,567.3164,2.7417,1860.2782,357.0443
312.4282,2.6731,432.6411,12.6709,503.963,12.6884,1815.7823,297.6179
343.6466,2.0541,469.9825,10.0778,563.3392,9.4674,1749.5684,242.474
356.8363,8.5485,430.3894,1.3912,533.856,2.9276,1716.9031,277.8297
327.89,1.6515,443.6393,2.7264,540.7671,16.5297,1772.5886,256.7794
343.0561,0.3053,495.7964,59.2442,538.7373,12.4449,1700.3978,276.7646
316.4261,1.4333,512.2042,15.1592,518.7329,3.6519,1748.7664,250.952
339.7327,0.2618,495.1648,31.4347,579.1222,11.8544,1690.9257,224.2379
311.8199,113.0868,407.7282,0.2561,487.3863,3.5118,2024.2873,638.0263
370.0847,2.5964,456.6749,2.5345,559.4047,5.0226,1761.2499,259.6123
401.3487,44.3464,427.578,9.214,475.3302,24.5691,2027.8732,541.6372
354.572,23.9354,396.5533,29.7831,491.5627,2.5631,2019.059,487.2431
291.9682,6.1223,318.0772,61.4372,447.338,2.6545,2014.9084,463.7264
340.9714,6.3365,454.4342,6.0603,506.0335,12.1354,1729.6889,271.9146
406.4228,2.0817,460.0812,4.716,609.5242,60.4194,1797.5788,336.3587
322.6223,1.7997,375.3209,0.7562,488.4723,26.64,1883.3439,282.6603
315.117,2.6262,437.6474,3.5626,528.4118,18.0664,1800.9806,259.5463
381.2555,1.5051,484.8415,3.707,559.6625,12.6625,1736.5709,266.1533
365.1409,11.9625,447.6187,0.2989,490.2028,7.1296,2030.3576,558.0635
375.8151,69.9983,437.9825,5.9901,489.6485,7.0789,2018.9958,528.2733
344.5673,2.2313,407.2174,0.218,591.9267,0.1833,1848.1777,337.6021
133.3743,10.3245,177.5516,21.5439,369.4492,6.4558,2068.4039,374.3039
411.9521,3.7415,443.5308,6.3766,487.6133,7.601,2029.1169,540.0758
324.4699,2.277,442.1054,2.4951,512.5189,3.4198,1703.8046,308.6742
376.8381,6.8205,457.1334,8.0969,499.917,8.7638,2036.4841,594.6667
314.1194,0.9303,473.5279,3.0525,544.2448,12.4332,1752.1722,254.6548
343.2046,24.2495,352.4443,5.248,447.2732,4.0274,2045.3991,472.7869
394.019,5.752,436.4272,18.6082,502.758,5.7846,2011.7063,556.5833
165.2727,3.6916,220.7749,13.9106,400.6357,5.8689,2082.7062,426.3573
350.5343,2.2044,367.4638,5.0943,496.9508,1.4281,2027.9782,521.1259
199.3387,5.1683,240.5814,35.8843,411.7226,1.5634,2085.3296,388.7961
325.1709,11.2488,352.5284,47.9098,442.9434,1.5904,2041.405,422.5775
418.8289,19.9115,445.8416,79.0259,498.9597,24.8883,2022.2927,519.0584
299.8473,3.7113,447.7761,0.207,463.2534,3.0183,1777.7268,306.7428
356.3578,24.8385,380.352,30.5048,428.4663,1.3067,2038.4747,448.9049
330.5085,1.3363,480.1348,7.6175,533.4952,13.5616,1749.9032,249.8961
259.2799,3.9669,414.2957,1.4997,467.1183,1.9151,1866.9153,257.4852
338.399,20.4174,417.2259,9.1781,469.6985,9.8156,2020.4852,504.4088
290.3779,4.9112,392.5211,2.2096,482.0792,5.9143,1890.6852,326.5193
320.413,1.7874,434.8224,0.4301,497.2435,4.4101,1810.0647,274.629
351.3507,3.8168,389.8491,16.1234,495.031,2.1548,2030.4198,507.7678
288.5234,72.2484,347.7628,50.7447,423.6921,91.3298,1993.56,424.7972
350.2708,1.0659,471.3153,3.9723,514.853,10.031,1724.0233,243.8794
339.0063,3.3242,440.2115,3.5528,518.5728,0.7032,1846.1839,300.2911
331.2828,5.2002,433.2358,8.2473,555.2196,2.3639,1782.4274,330.7512
297.755,10.5434,400.0846,1.4954,520.7428,32.3144,1884.7021,304.0891
358.8746,0.7805,451.1928,8.6916,590.2746,48.206,1792.3614,320.9348
312.8438,34.7967,327.8529,57.4386,491.6854,1.5103,2030.8781,512.6357
336.9949,2.0867,429.1068,5.3299,543.3697,1.0604,1851.2759,309.6745
329.9105,76.8237,428.9809,29.428,472.2299,1.6312,1999.5274,465.5894
352.8806,0.5005,484.5718,0.6863,569.1194,18.1157,1750.4042,271.4433
339.9839,2.7554,437.903,2.8584,555.8907,1.6065,1866.1318,347.3269
338.0974,1.4238,490.2906,13.0986,533.973,19.8942,1703.2917,250.9378
389.3058,1.2156,483.4367,5.0939,570.2071,8.2159,1759.9656,281.6331
375.5609,20.7993,425.6352,7.7148,464.1608,8.4023,2028.2767,529.2619
276.7706,84.5667,377.6424,30.9401,532.8455,76.4971,1756.7496,310.5604
340.2367,3.2652,396.1663,1.3308,530.4861,1.6782,1849.332,387.1222
312.2265,1.0693,475.9112,4.8044,545.8325,3.9021,1748.8997,260.5389
340.7638,1.1642,449.2688,6.2643,542.8194,6.7689,1760.4323,299.4752
329.6494,2.5914,405.0352,2.0559,510.289,9.059,1833.209,288.6828
373.437,12.1304,423.7101,57.5398,481.5191,21.4714,2021.5612,528.9572
361.4162,1.5491,463.6068,7.5433,601.5907,22.627,1801.4353,307.3612
331.3209,40.4936,385.4184,15.1355,438.2908,1.6379,2025.7283,419.5836
292.4825,3.9351,382.3505,1.2999,515.3466,4.1044,1898.1006,343.7282
245.6861,18.8097,250.3,27.2148,340.2329,0.8922,2096.3639,441.5192
385.8196,1.1109,462.6506,2.3061,569.2614,30.2125,1768.2429,288.7393
412.1147,6.7174,434.0301,12.9275,466.7482,9.7011,2016.619,448.13
288.8327,4.6484,406.9588,1.526,496.893,2.2761,1898.6896,331.9069
322.8313,2.1169,421.9643,0.9932,526.5336,3.078,1827.5541,264.5186
333.0914,28.9112,433.2777,44.5063,484.4662,5.5533,2011.7899,466.8847
333.1805,1.5861,467.5279,0.5934,514.855,20.9092,1740.5954,240.3566
403.4599,1.5147,487.9587,10.4107,596.375,11.388,1739.649,234.9173
262.6325,69.7835,368.9738,15.8181,425.9475,6.9828,2045.893,576.1619
359.0698,3.4939,461.2655,1.0182,566.0576,10.262,1743.9807,323.6084
251.675,2.8273,415.198,3.7953,464.821,0.6818,1815.0762,240.2136
295.0512,1.2656,428.0982,1.0293,503.4306,2.5355,1782.2779,241.1369
304.9772,1.9073,340.4144,0.8228,451.2877,1.5989,2037.8438,506.119
336.8448,36.8515,397.7511,30.4466,470.5823,4.2414,2012.9207,425.2159
207.2738,35.6943,334.4109,1.5421,439.2808,2.2214,2031.2412,525.2925
325.9887,78.0186,327.6387,71.5248,497.7223,1.4405,2019.3811,548.1441
405.2325,22.4186,438.4111,3.1441,497.5659,10.3562,2048.8604,524.8378
364.0487,14.8535,440.8815,6.7714,485.5022,9.5343,2037.5972,547.6402
424.4634,15.5315,450.3195,6.2621,497.4435,21.2069,2036.7754,541.2517
333.1709,2.2163,470.986,10.473,547.9558,30.7573,1772.9058,263.2808
376.4264,0.5754,473.7658,3.1191,564.2286,18.0336,1728.3073,282.4053
360.2638,56.4856,387.4655,15.6388,512.3853,5.6234,2029.8862,597.8488
345.8907,0.65,522.1728,17.4563,527.3428,1.6878,1747.3049,262.7482
342.6225,6.6459,411.5713,8.7553,511.7229,12.3119,1912.3112,364.4509
325.9339,4.253,400.892,0.713,561.7166,1.0641,1865.3689,324.1299
309.1342,1.0112,417.7471,0.4227,490.809,20.8957,1797.0327,275.9868
273.782,3.1276,397.9884,0.7615,493.8636,0.5282,1872.3378,328.6335
322.2634,5.8488,431.8889,12.6214,545.5812,4.45,1828.8218,304.5982
333.599,4.4296,397.9961,1.4358,558.6171,0.4047,1870.0403,349.4782
359.9067,1.5963,442.1308,3.2104,587.7518,31.89,1771.5481,299.2749
312.5699,3.1825,408.5472,2.6902,499.4397,6.2339,1814.2807,269.3118
320.7834,1.7596,408.7115,5.3109,520.443,6.5492,1842.7123,284.4943
260.414,1.6825,422.0042,10.3129,461.982,1.6803,1824.8401,244.199
344.7802,1.9838,441.2381,2.4263,588.6928,0.3284,1846.2393,326.8937
346.2793,7.6134,386.5635,10.4347,444.456,4.1882,2037.4306,422.0884
302.7777,25.7499,390.7374,7.5324,421.5415,20.7812,2032.976,579.6712
337.2091,14.0805,383.7239,11.0226,476.9989,3.1156,2017.0112,595.5375
385.5328,4.3004,426.6629,1.672,473.8675,16.6339,2028.9041,507.9607
248.471,18.9586,253.4845,12.7624,333.6141,1.4562,2105.9881,402.8299
308.3124,3.3332,426.5386,0.6676,539.9757,12.7727,1853.104,304.9312
290.6424,3.9348,396.7044,1.3024,507.8522,1.8557,1899.5544,324.5463
315.6988,63.2737,410.4431,30.6564,471.1753,17.024,2030.0103,618.3691
265.3803,2.1248,404.0108,11.1233,453.1657,10.6092,1822.9956,248.9093
310.3608,19.1275,336.6969,14.8352,432.222,0.3686,2004.1658,381.7122
312.3789,1.7119,432.6031,0.8394,516.1888,2.8602,1794.99,285.3897
360.3575,1.7745,453.9202,0.1736,569.2648,5.2625,1781.1933,314.0447
226.6243,4.3247,245.6217,4.9801,335.2785,0.0871,2126.4786,336.2066
407.3484,1.6025,437.9865,21.1824,495.6855,7.0675,2010.4327,513.0887
376.6298,3.1457,474.5773,3.2356,570.0788,6.2055,1745.3143,272.7372
343.5446,1.2446,491.8498,4.4165,577.0911,19.0618,1717.152,274.8725
251.9419,1.519,398.0303,10.1033,455.9031,13.9522,1812.1629,289.781
420.6588,11.3805,445.1523,6.6468,452.605,8.817,2038.2923,434.0826
264.0533,3.471,387.6252,0.3765,419.9908,1.4471,1865.3056,308.1141
320.0342,0.1897,500.2704,17.6898,542.7411,15.7207,1720.6607,239.4327
158.0862,0.733,207.5323,15.7202,381.5309,0.5781,2086.8383,333.322
353.8339,39.1998,377.5597,19.9035,460.2691,1.2282,2001.4842,433.6069
365.2931,12.9521,377.4946,8.0378,491.8327,1.9009,2011.4807,477.3927
338.3005,36.2572,445.2493,7.868,490.6032,8.724,2029.5126,511.9658
201.1374,28.6531,347.4783,31.9226,449.6851,1.7696,2015.4457,401.4305
237.2385,5.3159,402.1762,6.535,448.8933,3.6557,1807.826,260.4402
269.7157,3.4542,388.0712,7.159,477.1933,2.8566,1900.8852,365.1636
316.5444,1.2824,415.346,4.7461,487.6418,19.1451,1806.6944,282.6253
327.9813,1.0039,478.4172,6.9958,532.9705,11.4758,1748.7738,229.7593
390.9483,2.2533,494.5753,14.7621,557.4955,11.5522,1761.828,274.8366
344.3075,2.3411,473.1802,7.0385,537.4476,13.4842,1795.9799,261.1048
291.3282,3.3231,406.9383,6.0955,456.8868,109.8716,1854.7037,353.8708
340.7261,3.1386,444.9059,5.9207,564.5354,9.4542,1782.8798,311.4633
333.0301,6.2857,350.7908,42.9425,446.5471,4.3606,2009.4336,451.5305
337.5455,3.7343,429.65,4.1492,523.8421,0.2064,1853.4787,297.3716
213.5948,11.6725,245.2536,44.7262,411.0099,0.0964,2086.0546,408.8666
354.5362,96.0793,431.7403,17.4523,474.7635,11.6039,2002.8549,438.585
165.7391,3.3314,239.4047,29.5103,402.2095,13.254,2076.9436,435.5981
335.9904,0.4178,475.3041,0.5158,557.6705,8.3903,1727.1964,246.1845
323.3229,2.1888,401.2993,7.4744,532.884,0.9698,1833.917,287.6939
327.8798,3.0241,418.9371,8.5728,526.8142,1.0145,1842.1538,282.6494
404.2604,2.5471,460.6724,4.345,578.2445,14.4215,1810.5259,278.5415
346.6297,6.5121,425.3043,2.8158,471.1888,12.0034,2034.8571,529.6201
357.9784,10.492,467.2052,10.9806,500.9178,9.9303,2036.3104,531.5962
370.9697,3.2598,479.4921,9.7508,537.6752,4.5453,1776.1145,337.8395
313.7223,0.6387,437.7853,12.3452,539.9394,53.3528,1733.103,234.956
325.9867,2.4708,498.4297,6.912,546.5377,6.0982,1739.1111,259.9794
357.2474,1.3618,461.5757,1.6542,521.5141,5.2236,1702.4994,284.6551
291.5765,9.073,304.3466,12.5115,447.7635,1.6623,2032.5017,481.4336
277.0504,3.2441,424.8927,6.363,477.9344,1.8491,1866.1249,305.2276
177.2658,8.9495,247.8589,11.3633,408.7601,4.3589,2078.4529,380.0725
408.0026,8.9913,449.3809,3.3995,497.8921,7.3815,2033.2452,520.1469
314.1346,0.8478,470.0789,7.4495,521.8439,9.7617,1765.6429,264.5054
331.8638,3.3362,370.761,16.6861,408.1607,11.8341,2039.7428,514.4991
381.8173,1.2929,499.0098,6.0034,558.0087,15.5283,1721.7362,243.7806
331.5296,0.2379,475.6421,31.3834,538.7296,0.9809,1692.7073,254.5314
356.3049,3.837,494.7887,45.2084,523.7666,0.1507,1727.2794,262.854
314.4014,124.7378,393.1984,2.7807,431.0696,7.5602,2047.4922,547.818
297.4665,3.7942,418.2044,7.1194,494.4772,11.9656,1831.2332,278.8577
291.704,2.4397,383.1711,4.1494,493.0886,6.4281,1838.2061,335.5141
336.5743,0.4889,472.1753,7.3008,561.2804,16.0374,1749.4804,214.6587
307.5808,0.8596,464.563,3.4331,524.2486,16.0074,1779.6307,231.9456
300.6734,2.4222,390.037,0.6788,486.1292,1.7978,1831.168,327.3356
301.4516,30.5064,320.5643,3.973,447.4503,1.0878,2038.6555,453.3594
292.3413,4.7477,408.7577,0.8204,502.3059,11.5268,1908.9875,301.204
351.166,1.2333,482.0095,0.9992,558.0233,31.5305,1737.1057,255.1316
410.8896,57.0166,427.3197,0.7171,504.5755,6.9636,2002.2299,452.2285
414.8586,1.3208,468.9101,1.9733,602.728,16.3003,1817.578,296.3151
310.9734,37.0236,368.6228,10.1618,440.9851,1.3608,2039.6292,409.1581
263.9329,1.9973,418.555,1.1626,454.2749,2.2056,1803.5407,270.3203
255.5676,3.7324,263.0678,6.9721,337.626,0.1508,2134.7106,314.952
269.5406,24.5194,402.2366,8.621,463.2035,6.9408,2004.83,549.7048
354.8696,0.9292,450.3293,13.4281,590.9025,71.9387,1790.2442,295.36
311.1135,2.1287,418.8808,4.4823,521.2468,39.7892,1838.0124,297.0919
336.8989,1.9538,425.6245,9.0938,556.2752,11.6943,1854.2762,330.6302
260.1852,12.3213,267.8184,10.2557,326.5771,0.0559,2112.2029,369.9923
381.4265,9.8179,452.9882,8.1569,481.0402,9.7902,2048.0282,525.8539
273.6065,16.661,311.191,16.9174,451.2086,8.806,2043.6052,475.1951
248.2701,71.8424,378.2534,0.1466,436.2915,13.9929,2010.2407,632.4623
187.8728,6.6038,199.8915,26.5508,383.5255,1.1493,2075.99,389.8337
389.3311,2.0203,476.9312,4.4145,550.2687,18.8859,1758.174,256.349
427.458,17.9938,448.495,0.586,479.7439,11.1248,2037.5246,514.9326
407.8415,47.0779,431.1211,9.2302,480.3113,8.4952,2034.7853,507.0059
226.6376,14.4776,258.7122,50.8402,459.5756,0.6129,2046.0694,498.0027
305.2124,5.5672,319.8378,2.9485,455.0777,2.5537,2052.4319,514.3279
347.9814,2.434,457.1432,3.1508,575.336,7.6635,1808.844,294.7257
254.7268,7.1437,262.4486,9.8903,335.8076,0.1505,2109.9061,402.9934
357.7069,2.9806,365.106,2.5328,493.3878,2.2066,2033.9509,544.3867
307.8065,23.9367,360.7174,7.4512,441.984,0.4116,2010.7117,499.6066
309.5768,9.8805,344.3337,18.821,438.6466,2.7566,2023.5125,403.562
304.0146,7.241,399.222,6.4595,471.2837,24.3444,1888.2769,298.5552
407.2203,2.6095,465.9979,15.5919,582.823,46.3012,1802.437,285.2599
312.3937,0.2361,339.916,2.3205,454.1526,0.7456,2022.3014,477.67
149.4741,2.0502,241.4605,9.448,342.3652,2.2836,2110.468,357.3826
323.3098,4.9386,336.1241,7.3388,439.3549,2.4647,2045.6499,473.6241
378.6686,6.0514,441.4883,1.4788,482.68,13.7546,2027.8223,502.986
323.7134,1.8624,453.8912,2.5069,529.338,3.7564,1799.3409,255.038
332.9285,13.2288,354.6692,13.6109,423.6621,16.7959,1990.3754,357.2507
216.123,11.8137,236.3155,26.4177,408.5653,0.035,2096.0662,372.0606
291.6011,26.2182,324.5281,37.2145,442.633,0.6952,2045.8691,523.0866
326.064,5.1472,450.7619,7.0451,505.5256,19.1676,1799.4959,264.551
342.6913,2.5801,434.0462,0.661,537.71,8.2776,1871.6293,275.8308
255.3099,4.622,267.7524,5.4232,333.1584,0.1243,2137.254,282.8885
360.5176,1.3388,367.3903,2.8676,507.565,2.3731,2041.6372,539.4501
280.2799,4.0732,426.4589,2.1254,499.1305,4.4338,1848.6507,267.1238
383.6017,1.4173,467.6871,8.1116,561.9588,22.3376,1710.7654,266.0256
290.2457,60.354,410.157,32.695,481.7808,5.7155,2024.6658,536.5296
226.4188,0.0727,241.5039,2.1135,342.5172,0.7909,2135.8589,297.7797
333.7899,1.7951,456.5151,4.8099,533.0627,5.3749,1802.29,253.5935
353.8237,20.7458,441.7638,4.2556,477.6511,7.3625,2025.2087,501.4145
301.0348,4.633,415.4734,5.6751,509.3449,5.8977,1858.7536,330.66
310.5719,2.7878,415.8767,3.371,488.9886,34.6272,1834.2666,293.6048
309.9624,33.5338,410.1508,36.8704,429.7755,23.7358,2017.2238,614.8497
396.9666,8.4832,495.9055,8.3918,592.6277,31.8658,1779.676,371.5438
343.7696,4.528,419.3455,1.2405,597.3998,2.2799,1831.5045,374.9067
338.8455,16.9172,352.5144,38.1283,447.0469,8.2019,2028.0483,430.0114
322.4959,29.5103,352.2668,20.0686,451.7059,14.2181,1990.6187,441.6989
388.598,3.1881,484.6313,8.1267,600.4579,17.0642,1742.6819,282.1948
341.581,0.6658,505.8597,11.8323,549.3481,12.7905,1749.934,257.8395
304.3364,8.1442,324.5301,33.6909,436.6667,3.234,2046.8223,464.8573
222.6059,34.9899,378.6611,36.3986,481.9698,6.0743,2017.2807,620.0217
350.1715,1.4001,452.2687,9.6747,571.3983,1.077,1801.9617,290.1767
255.6128,11.7916,259.0431,9.6674,336.4883,0.0505,2117.7311,371.1067
347.8301,2.2042,362.7865,2.1195,486.6191,4.1099,2032.4754,538.1645
281.8966,26.8173,312.0432,18.3261,434.7722,9.582,2035.4398,465.2096
271.7415,1.745,422.4588,1.7827,485.7661,1.4434,1837.2789,241.6614
362.6834,1.1727,461.1704,11.8591,531.7333,20.0354,1763.3271,270.5726
261.5039,9.8392,355.1252,12.7537,474.0674,14.5431,2006.482,586.8728
306.1265,2.3063,405.4883,4.9322,475.1537,78.2627,1830.0811,291.9268
146.0594,26.1651,375.1703,59.2171,430.3463,4.5183,2017.3153,797.607
322.4718,1.4434,469.3442,9.8208,530.1555,10.9782,1753.8302,224.6056
305.9664,2.8813,425.9411,1.161,551.3067,14.0842,1855.9867,315.0582
336.1214,0.8454,447.2798,10.0934,565.4231,45.5137,1786.6583,294.4942
408.1109,4.9435,461.3834,10.3487,504.2674,7.3507,2030.8672,576.313
355.027,5.3459,365.6773,12.3529,423.7472,5.8618,2027.9747,527.2098
320.0769,1.429,441.1611,11.764,522.7434,25.305,1782.3921,302.1438
295.651,1.5479,327.4735,14.1722,484.5081,1.824,1917.7943,368.1138
326.6634,26.106,391.0748,30.1,414.5081,9.2394,2037.539,523.7255
336.7921,1.8378,424.6933,19.3768,535.1528,23.3914,1737.7501,247.2027
384.8893,17.0869,429.8344,9.298,485.4236,4.687,2033.9957,533.9989
210.514,22.3762,233.6411,42.1796,467.2822,0.2086,2056.8346,497.5199
376.896,49.3202,432.3008,35.8076,489.1828,2.6017,2015.5715,476.2794
318.6276,3.7844,448.4332,5.9614,461.334,2.0019,1745.6622,228.1744
327.3652,1.1605,443.2145,8.1283,535.4282,3.8751,1775.0416,299.5087
437.9685,4.8548,462.4511,8.1429,490.549,7.0264,2031.8456,482.7774
385.4377,28.5706,419.1892,53.4645,488.139,3.0068,2023.2615,504.0812
248.5425,2.0514,399.0028,2.5985,452.2936,5.0275,1860.3598,259.8212
387.9545,2.4968,450.9646,3.1944,582.3904,6.5239,1788.7902,258.6047
331.7162,4.2092,422.2206,2.0483,547.9226,0.491,1851.7831,339.3568
344.0147,1.0415,470.3922,10.4271,557.3682,15.8114,1778.281,249.582
390.5245,14.6811,399.6693,2.247,495.721,1.7821,2021.7171,497.5163
215.818,35.3351,256.3412,7.4838,349.098,0.2683,2116.451,394.1595
351.8723,6.7138,410.3176,1.068,525.2896,6.7433,1894.5784,350.453
221.1756,9.4132,238.8854,20.1104,388.9989,6.1289,2075.4787,447.0738
364.7835,44.2792,448.4881,10.8679,510.0886,8.1804,2019.4754,545.6026
342.7133,1.2778,490.1509,5.5418,545.2518,2.1008,1765.7202,307.9488
329.8791,2.221,427.7474,8.0661,527.3989,2.5242,1843.9769,308.8847
313.1546,1.7984,425.406,3.706,521.6787,3.1988,1832.6696,280.7901
284.8225,1.1475,397.0276,9.5136,472.6451,13.2463,1795.2372,286.9985
280.5885,3.5565,397.7194,6.0436,488.8307,2.1946,1841.1961,314.6547
348.6019,2.1449,437.3694,2.9452,551.843,4.0897,1833.4567,318.0095
332.7376,3.1837,492.9438,15.2705,547.3999,48.2582,1719.5516,265.6839
249.9352,5.2058,383.9456,0.7051,477.4894,4.3256,1848.656,314.0955
315.7297,2.711,450.987,18.8378,544.4733,10.4971,1765.0222,269.826
346.8289,4.7343,473.7123,38.4188,498.2413,35.2805,1695.8768,270.9764
338.4966,25.715,355.2969,30.2508,455.5033,2.312,2023.1392,398.4369
376.4773,1.5403,492.619,7.1022,568.5205,40.1799,1667.8982,202.2303
378.7532,1.3599,450.6316,0.1483,546.7019,16.8317,1799.5477,313.0578
369.0423,3.2539,468.6188,10.0552,549.7074,16.3705,1759.2761,270.4623
331.8305,3.1207,466.4691,9.9571,545.2298,7.1619,1738.5206,282.9942
332.7645,1.2343,492.6749,0.348,547.5698,7.8031,1762.5588,268.9671
331.3795,2.0862,444.7376,1.1632,556.3579,0.6681,1846.494,348.5561
227.374,9.8644,244.1204,20.2987,399.2316,0.1209,2100.2526,351.4278
343.0475,0.6946,475.2126,26.71,517.1451,0.5907,1739.2057,248.8328
329.2594,55.8334,414.8028,19.6829,488.1122,1.284,2017.4497,548.4955
329.463,18.8086,348.5192,33.999,459.6589,1.3149,2002.3252,362.4808
235.569,55.1491,343.825,1.8425,448.0173,3.8308,2028.6949,466.9673
310.5149,5.5559,319.0701,3.2491,449.4985,1.5422,2039.5947,496.2981
365.6254,2.7016,467.656,4.5495,575.3696,6.3021,1702.2954,243.9294
288.7497,25.1969,356.1497,4.2123,447.3617,2.0937,2018.5352,406.9049
343.0043,2.922,434.1529,5.0972,538.23,2.2371,1836.0001,303.881
292.9398,12.7207,303.9262,10.9055,444.3934,3.4918,2042.853,467.6023
357.6943,2.6533,389.7044,5.5901,549.1329,5.4548,1869.3594,316.6294
106.445,2.3649,197.6443,5.8781,407.0618,8.9589,2088.2775,437.4995
346.7458,1.067,462.7228,9.2206,556.0318,6.6764,1735.07,252.6993
373.2307,12.7154,466.4538,3.7126,510.0646,8.5078,2027.1584,579.9633
255.5335,1.5269,413.6236,2.1078,476.3105,11.2633,1836.1474,271.5285
329.5774,3.2909,438.9691,3.7174,546.4033,23.4454,1786.3869,272.9152
344.0659,5.4327,404.4234,0.3912,546.1618,0.7752,1858.7475,346.9841
215.4833,0.9305,246.1662,22.6078,417.3111,0.7842,2096.7973,390.9039
340.0022,2.3925,471.5774,15.0506,542.558,4.7782,1792.2345,294.7997
264.4737,4.8879,434.0595,5.5096,475.9277,4.584,1800.7825,251.4689
346.0534,2.5691,470.7913,8.5759,562.5888,20.9606,1763.3428,242.837
326.5028,0.6665,499.6202,25.4194,540.4155,27.2594,1721.1408,283.9586
241.1403,1.134,400.2921,2.5783,422.8492,1.8891,1817.9184,246.1085
279.2292,2.5368,345.4537,26.1558,455.685,10.8921,1975.9012,385.5415
345.3333,0.4352,476.4135,12.5259,571.316,0.6137,1740.2371,230.2585
311.5286,1.3445,440.8495,6.2744,500.8077,11.8966,1747.3336,289.9505
325.9027,29.1655,360.32,7.599,447.3096,12.1164,2001.8353,642.599
210.9991,9.0943,265.5212,6.9486,332.6452,4.2885,2106.0395,391.6895
373.1136,0.9007,470.5809,5.4569,552.1347,30.6451,1686.8206,262.3852
190.4605,77.1023,406.8016,11.6555,473.2095,7.0003,2019.8026,573.3077
278.0361,4.2456,429.2322,5.4493,478.4018,15.1499,1858.9343,317.1019
334.7355,75.423,357.7088,9.7803,409.232,13.9648,2017.7728,409.5476
364.8459,1.7766,379.804,4.769,439.4056,18.0475,2048.2834,480.7558
275.4584,114.0782,343.3542,37.6626,440.5235,33.4559,1994.6378,625.1309
321,2.3238,389.7425,3.8526,525.7978,4.3417,1819.4499,278.9474
360.9151,14.5582,378.9758,11.7168,491.5344,3.0625,2024.3383,525.9072
324.0885,4.106,348.4209,2.1448,445.1161,3.4487,2049.2541,498.1103
343.5062,5.1835,457.9069,4.0233,571.8391,6.1203,1742.5726,278.0541
347.1393,0.1055,508.9058,23.8585,539.7998,5.424,1680.0472,236.4783
396.3425,4.9311,459.701,1.3549,602.0857,48.6208,1801.2145,321.177
252.0633,3.5658,375.3095,1.3737,435.1143,7.0625,1888.2205,300.8581
345.1874,0.5293,504.672,10.6274,535.806,5.1036,1732.7746,291.3286
324.6656,2.8844,421.7213,6.0859,538.0896,23.4716,1854.0606,340.021
236.1355,9.9469,284.1133,3.5666,311.1388,0.3657,2103.9889,305.094
325.4668,0.4311,438.2024,0.0427,525.5134,19.768,1759.234,265.3649
316.5818,3.2069,396.7297,9.1468,491.8054,2.461,1882.128,308.2552
