mode_3_frequency(cm-1),mode_3_intensity,mode_4_frequency(cm-1),mode_4_intensity,mode_5_frequency(cm-1),mode_5_intensity,mode_6_frequency(cm-1),mode_6_intensity
293.8348,3.4302,310.7537,34.8213,524.0097,3.748,1763.1727,293.5595
282.2304,30.0277,291.1781,13.5901,445.7197,5.9937,2038.2031,504.1878
436.1,0.7944,468.021,10.7567,481.2862,11.2638,2032.8444,422.6625
329.9693,0.4551,473.0139,1.2224,534.5277,34.1913,1743.9179,259.8373
333.5411,0.5819,491.9788,3.523,544.6078,48.4432,1680.6288,249.5502
384.6388,6.9892,417.6552,23.2453,480.4746,9.1089,2019.3777,596.0583
371.4395,16.6906,437.679,7.7144,502.2913,4.8309,2016.253,516.4635
394.1656,6.1272,428.5165,32.3778,478.0011,4.5368,2019.4936,424.2423
350.4634,3.1673,427.1997,5.6932,583.4077,0.339,1848.1758,327.1564
395.468,20.7287,413.8237,6.6056,427.0744,11.1743,2044.9003,495.4557
233.6798,4.5508,243.5359,28.0193,403.2492,8.4602,2034.7562,348.8609
361.9211,1.3777,461.622,2.0727,587.2356,34.2912,1764.3644,275.7565
320.8942,1.3792,419.6966,1.1896,529.2354,1.077,1821.0645,272.7481
313.1402,1.1721,420.1611,4.7683,520.4435,49.7063,1805.5439,387.4484
139.5541,36.1223,220.6524,17.7629,393.363,8.9306,2081.146,433.8002
284.7868,9.0789,327.3844,3.9253,447.7015,0.5386,2030.9109,429.3782
301.0233,1.6577,458.7747,2.243,519.6746,7.448,1765.1648,228.9061
364.0959,14.5188,378.1545,4.692,424.7407,18.6638,2028.1364,493.5999
348.4602,0.4149,475.6251,15.229,490.6801,0.9827,1715.9332,263.1517
387.112,1.7779,481.4641,1.4785,551.3127,6.6502,1766.4946,243.0333
329.675,6.2033,351.2857,12.755,464.3797,5.2901,2016.6657,533.1372
176.7826,34.6703,321.5113,1.6271,439.6694,20.0404,2026.1343,509.5644
339.7077,12.4472,437.7291,21.588,560.8577,17.1418,1782.3205,421.0989
373.3867,0.8779,464.1617,37.9013,535.172,4.9976,1686.6539,263.1241
382.5079,9.2,441.6527,4.9843,496.3988,8.4804,2043.2995,557.7811
244.3582,5.337,395.0522,12.0321,467.1168,3.8035,1824.3947,316.0716
328.6562,2.1654,406.4014,21.3609,516.7601,1.5443,1869.0764,270.0782
315.1065,5.442,391.4299,2.5343,524.7889,0.1449,1870.7508,343.0867
424.7687,18.8739,438.0393,13.0668,497.7294,27.4703,2035.7423,396.5895
291.0911,5.9618,343.6333,0.657,443.4276,3.4518,2040.5439,500.0418
324.9606,1.2026,473.9967,19.7604,504.1321,6.9186,1800.4185,272.4896
318.6701,3.3541,329.9317,1.4689,454.7014,2.5024,2058.4766,476.7471
281.9379,2.5626,413.9973,2.9179,546.8979,0.9247,1862.4931,307.9108
350.6313,10.2298,364.7623,11.636,490.1074,1.6805,2029.1162,537.1144
344.7135,8.5305,362.1131,7.817,496.127,3.3131,2040.317,532.9426
329.3126,2.4425,407.6889,1.2118,576.2327,24.0065,1846.0803,322.88
334.4984,2.1867,443.4054,3.4042,536.0284,1.1208,1836.8225,340.511
372.7861,0.8739,443.4392,16.3243,606.4054,34.3584,1814.0823,308.6069
257.8445,8.2784,271.532,13.5533,322.5265,0.2245,2107.7761,365.1762
347.3342,5.0826,377.2233,6.1367,511.7186,4.9678,1924.0972,385.2185
376.3292,32.7387,449.0426,10.8257,479.9582,11.2696,2026.0389,536.7379
250.2894,12.508,264.1525,14.7052,344.4674,0.298,2105.0282,379.3302
415.4782,6.1995,464.7327,7.192,518.063,9.115,2042.6383,585.3396
314.4471,19.4776,346.0313,0.5194,440.9899,5.7422,2043.1225,463.4904
357.926,1.5299,442.2928,4.054,586.4144,1.326,1762.3347,258.9057
327.3425,89.1129,432.6259,0.8819,493.7662,22.3465,2014.6179,666.8452
389.6612,3.7184,425.485,11.9592,486.8186,4.7459,2018.1433,499.5487
268.0636,3.8079,408.9737,12.8413,504.5546,3.6783,1784.5334,284.0576
311.7449,1.3559,454.3365,16.6532,520.875,2.9991,1748.6919,263.2909
312.0033,35.1052,318.3502,40.9308,519.5044,0.8548,2046.0436,557.4024
360.6872,4.5415,373.6267,6.3111,507.4782,2.8317,2042.4307,534.2623
356.4998,6.3669,400.0409,3.0394,500.0755,1.1706,1905.9405,319.3826
365.2144,16.5301,409.3865,66.0362,472.4879,6.9973,2020.213,563.3072
208.6133,31.9979,222.5393,51.5624,393.7986,1.3881,2072.8569,402.7955
335.6548,0.4883,349.2895,0.8242,452.7639,4.7796,2053.7525,478.4094
365.6772,0.6458,444.3352,6.2794,596.74,33.8816,1797.455,288.6582
401.7448,2.8707,458.6661,1.6451,589.4661,10.7184,1805.8308,288.3716
288.4596,4.2277,391.5129,11.2062,444.032,1.7734,1939.7839,270.8477
370.9034,4.2259,473.0807,5.5055,575.8821,13.1774,1754.8457,268.5229
331.0084,1.9153,428.9595,9.4792,574.1508,24.8782,1834.3027,306.0096
284.3514,5.9446,318.8752,74.8545,437.1686,8.2266,2049.1934,478.8682
333.5951,4.3248,403.1884,0.6195,513.6618,4.599,1884.289,302.2912
344.1117,72.1307,406.6997,1.7035,511.6856,321.397,2047.4839,766.2881
218.841,0.9865,234.1585,3.001,344.5868,1.2719,2109.7973,356.9968
255.7472,5.1968,360.1043,4.2542,430.3718,29.5053,2042.9911,461.2833
209.7945,22.4782,379.1726,0.7799,477.2504,2.8415,2003.7841,606.3958
361.8764,6.266,408.2787,6.4998,520.9152,1.0343,1925.0009,371.4494
231.6226,11.3674,245.1844,21.0796,405.9354,0.0258,2101.5487,402.0799
366.7229,8.1282,443.761,16.5574,545.3185,14.9333,1772.0208,274.3909
295.8438,92.7943,352.5524,5.1104,442.6472,2.6148,2030.3356,441.096
319.0058,3.0666,411.7322,0.8649,508.9775,4.5876,1854.8273,282.8726
380.4069,35.4218,428.343,24.0789,461.5813,32.5749,2019.3342,585.0806
362.4112,9.1883,369.245,6.974,505.1673,2.2547,2035.3552,551.8179
321.8481,2.5149,458.9221,1.2015,549.0429,4.688,1772.3351,247.7006
328.9402,8.2382,390.46,13.1495,485.064,1.9617,1908.0598,375.3884
304.4541,8.5403,320.5152,13.0144,440.7375,5.6906,2040.5676,492.4892
293.5619,6.1698,399.2476,1.3808,440.7148,5.096,1945.5724,269.0278
262.2467,3.3081,426.1973,4.3059,466.7488,3.9209,1858.5522,243.2365
401.5442,19.2354,446.0486,19.2062,494.463,11.0436,2041.464,503.0361
412.2597,7.5452,427.047,9.693,497.6172,2.1441,2030.4791,553.9034
302.5996,7.3238,356.3721,5.5211,424.4897,1.1569,2036.2377,407.2312
372.5704,0.4176,459.7976,17.5929,556.8897,11.2841,1704.682,281.6651
224.2773,3.2358,231.2197,16.3508,390.4437,5.9931,2080.147,453.8824
335.7731,1.7694,441.5261,1.6946,573.7275,1.8882,1844.3406,329.1122
273.2206,2.0003,407.1732,0.1596,462.8231,1.2341,1859.2879,288.6908
338.0146,79.7618,391.3496,65.5417,475.574,8.4091,2022.102,564.408
314.5686,4.0451,390.5883,5.2033,486.0006,5.2981,1855.6016,275.8089
359.9787,23.5337,441.2456,5.9662,496.562,6.0227,2014.9305,511.5682
415.5433,14.8775,454.6112,10.3574,498.8542,11.0115,2044.3162,548.0087
383.9146,0.9318,484.7077,15.2804,574.4985,7.3893,1759.745,232.4437
336.2459,1.3398,451.2418,1.9784,545.7594,4.0489,1721.916,230.1051
381.4586,1.8955,495.1088,21.1792,556.5471,15.0728,1734.2531,232.1575
332.8314,2.3679,446.8656,11.0824,546.0095,25.8321,1760.4358,327.815
333.0517,3.7335,433.9034,4.2068,536.9272,6.734,1820.9775,310.4079
223.6346,6.8098,241.5091,11.9641,396.5752,0.1731,2091.8474,349.8875
294.1332,3.6908,400.9408,3.2785,514.2879,4.3497,1901.6934,366.5437
323.5098,0.9561,466.9494,6.4,514.9348,11.9129,1787.1324,299.8707
395.7631,21.677,457.9018,37.1755,604.2602,26.9729,1731.1247,260.4566
270.5185,13.6495,408.6524,3.1115,426.8821,1.7435,2016.0826,436.0007
313.5795,1.1618,447.6773,3.1034,525.8608,5.134,1785.4104,263.9782
263.0575,3.4386,385.1614,1.1067,465.7189,2.3556,1899.9814,323.7393
363.339,2.5384,473.1049,3.8703,527.1854,5.846,1710.5294,286.4539
201.6107,8.2877,284.8715,11.566,400.891,3.1173,2070.0127,311.8438
286.6129,15.5293,351.1162,0.2515,422.8959,3.4711,2032.6133,602.8044
323.3835,56.5829,386.9735,16.6825,401.3716,21.1273,2030.6657,451.4414
319.3916,4.0811,393.7572,2.7833,515.5854,1.7537,1898.6887,375.0678
311.5917,0.8752,327.5526,0.7544,449.4892,0.8018,2024.3133,487.8206
323.1503,2.0376,431.7649,1.5093,513.9143,7.8081,1847.3956,286.7831
406.5008,5.8898,448.567,13.9835,483.4927,8.1285,2037.8316,604.156
299.682,2.3915,411.2002,6.2383,569.0277,0.3566,1856.9917,312.6315
306.3765,4.0585,402.6047,5.4026,535.6988,41.6222,1864.3959,325.7942
244.42,0.1077,260.4589,5.4685,344.637,0.073,2113.9051,334.383
344.3403,0.4987,459.3962,28.5183,536.9964,38.5246,1730.3027,260.3849
369.7885,8.4107,372.1679,0.8784,411.4737,4.5986,1999.7201,414.547
277.8887,1.2872,453.3656,6.068,468.0629,8.3182,1771.3208,271.6367
295.9519,6.2728,408.0143,4.345,561.9305,3.8457,1867.0115,307.9322
305.1524,37.6684,317.2817,68.1788,514.0189,0.3004,2041.1421,554.9025
331.8818,5.8321,361.2382,7.7747,517.3352,0.9698,1890.015,377.7158
260.806,5.9511,352.6525,21.4235,435.1882,2.9124,2050.7593,450.924
343.6093,1.016,483.5762,5.5367,557.055,18.3542,1761.0853,257.1779
396.7434,8.8728,409.4489,4.8216,473.6615,5.199,2026.0926,542.8607
307.9104,3.7101,350.2555,0.4961,434.3841,4.6264,2066.3267,420.0455
287.5599,2.3539,384.3338,24.9415,475.899,5.1952,2019.5677,505.0418
127.3861,0.2405,209.5391,20.9548,417.0447,2.412,2090.9747,423.5832
403.2549,0.8005,448.8219,4.1957,601.6927,10.7829,1804.4862,315.8329
299.0887,3.3476,336.2402,1.9617,416.0754,5.1426,2045.7799,474.7902
373.038,25.4476,439.225,1.602,485.5827,15.3798,2014.2432,535.7925
213.6359,4.2026,406.6912,2.4487,443.1117,0.2094,1867.0369,310.904
301.3944,17.275,343.1626,1.5719,447.0883,4.966,2037.8746,450.4825
259.9616,2.895,413.4985,10.9828,492.7316,1.805,1818.5574,302.5629
410.9981,2.9555,476.9565,4.8601,570.891,21.7292,1791.1024,358.4592
352.1242,1.7739,458.1937,9.2328,541.1985,15.0383,1782.4955,253.4564
205.3954,1.1769,243.5167,17.6181,383.9188,6.0549,2082.8724,372.7844
337.8405,14.8624,359.0546,24.7055,446.8661,10.4416,2035.1307,433.6858
411.4004,1.7812,466.5458,1.2076,588.2727,7.9241,1790.2932,349.3714
316.1443,1.4798,483.3566,7.9648,541.8644,3.6147,1756.8252,260.4524
444.8677,14.5591,446.9766,6.4981,485.1026,7.5776,2037.1976,500.0787
348.4812,1.7463,357.113,17.3538,495.4929,0.8933,2007.65,463.001
365.2303,23.313,425.5361,24.3619,478.5443,8.9458,1994.0723,476.3655
371.6183,15.9493,445.324,1.1819,495.4741,8.1133,2028.3612,580.1013
335.2003,42.7477,360.6032,5.7143,440.295,2.915,2043.3209,452.243
448.7914,26.9994,456.9193,2.1958,498.8168,9.0541,2034.6291,522.0484
219.6552,5.8122,234.2982,11.5236,406.0455,1.8626,2103.7266,380.3472
351.9559,1.8494,478.7511,5.8642,548.5005,8.8172,1791.0518,284.9568
341.7988,0.6488,452.2966,43.2576,563.1073,33.931,1754.2987,278.7534
356.4174,1.6977,461.924,3.4211,519.7482,3.3569,1756.0256,292.9533
345.7172,1.0308,491.814,40.7252,528.3158,18.3663,1730.3546,278.8606
331.426,1.1644,338.7782,0.0808,451.6557,2.3785,2033.4596,502.8939
197.8698,61.2037,401.6465,3.1373,421.1128,7.3562,2031.0346,545.1053
306.7379,41.4307,318.7901,64.2394,502.4603,1.099,2037.8352,553.911
180.0558,6.3469,217.9998,40.4329,356.8794,2.4534,2076.8136,362.856
367.4138,23.2506,426.2926,55.6722,491.2296,7.4269,2019.3673,585.662
401.8886,1.4228,478.0916,2.3749,581.0002,2.6844,1799.7488,335.295
391.8355,9.5679,470.6602,9.0583,579.7861,11.3146,1791.8239,317.3881
333.1858,3.2531,423.7816,6.9197,553.5077,0.2764,1856.6345,301.5197
344.7719,3.715,362.2519,8.5548,426.1296,3.0092,2043.4655,440.403
320.7058,1.0764,457.6726,2.9108,533.9079,2.6147,1776.347,265.6283
319.9081,60.8135,368.8399,60.1449,485.9501,1.8608,2025.6581,510.7686
315.5719,74.564,321.2353,75.4744,500.0797,0.4637,2021.1612,518.2432
194.9292,5.2419,226.5218,14.9155,401.1062,14.3528,2090.7169,400.2708
326.0823,1.913,430.0091,4.7471,499.4939,3.6237,1815.987,274.2245
272.9111,16.9119,389.2939,7.4273,410.4064,17.1928,1941.7914,275.8153
329.5011,2.2601,446.0057,2.459,530.3953,1.502,1810.2363,265.8937
353.151,3.1132,464.647,30.4168,532.6489,41.633,1744.0494,240.8513
377.6827,2.7072,518.1368,19.5975,554.9879,10.3794,1694.2213,239.9374
303.0492,29.7448,402.4719,47.1865,427.7763,7.1423,2038.0685,522.7343
336.9679,2.8365,436.4576,7.9429,563.4088,21.8742,1858.4892,327.8798
390.8749,1.2218,491.0923,1.8193,602.4485,8.2667,1767.7032,312.1586
228.187,3.6088,414.439,0.167,441.6246,3.8189,1888.626,336.4142
345.9852,0.6953,451.6127,2.4579,574.2803,8.8274,1749.7883,263.4253
250.4612,1.8297,424.6908,2.7498,447.173,2.9546,1815.8428,239.2839
242.3212,11.5151,383.0717,23.6458,453.496,12.9756,1858.7095,316.7789
282.0051,3.2425,415.1928,3.3002,530.7133,3.8858,1813.2989,286.0302
350.2484,1.844,464.9828,8.0187,587.8283,15.8132,1765.5336,246.5843
340.2604,0.819,479.6362,4.8411,566.0966,7.2743,1739.2355,249.3538
279.578,36.9679,310.3714,11.4895,446.6454,5.521,2031.6958,484.1474
373.5684,24.2008,462.9934,2.1897,509.7005,9.9358,2041.8527,602.4667
327.6377,0.8768,469.7995,3.0632,511.9759,15.3225,1723.6951,268.8678
332.842,2.2242,428.776,6.4785,547.8969,5.6182,1829.2418,329.5882
317.0293,8.2651,349.3686,1.8089,433.5409,2.7033,2038.5389,419.9289
206.9424,10.075,225.0346,22.9503,415.8057,0.2988,2102.8525,377.7952
329.7361,1.3413,456.3186,1.8714,536.5336,11.3905,1792.9414,249.7466
301.0796,3.048,435.02,1.012,519.9499,1.9161,1852.617,290.3649
259.3506,1.5403,414.4004,0.1394,462.8126,1.9093,1870.7644,281.7972
312.9189,37.887,323.3188,66.8214,517.3811,0.5192,2037.8894,562.8942
337.98,1.7241,419.5767,4.4512,582.6329,5.4948,1848.0674,354.8262
253.8802,4.4733,267.8765,13.6994,335.0818,0.1423,2117.7873,352.2161
396.0798,7.2943,487.8365,12.5508,560.937,55.345,1809.456,340.2238
423.5012,6.6333,457.67,12.5011,478.9765,5.908,2030.4237,480.5625
441.6312,3.9651,456.8913,14.6856,495.9245,3.7069,2019.3714,436.7191
358.1824,10.4856,437.7735,9.778,461.4757,12.4867,2022.1178,562.3487
386.1835,5.1185,485.3273,9.706,574.3306,7.6495,1752.9986,270.2159
393.1015,1.4839,460.1886,5.1547,577.0613,77.1974,1809.2048,303.5691
277.1988,2.9978,382.5275,12.8721,474.47,2.1787,1904.7725,369.3795
327.8874,0.8864,479.6426,1.4419,533.4503,21.3442,1739.5145,255.8299
324.1528,1.7421,447.5148,10.4413,546.0264,14.8336,1781.4272,239.4046
268.8575,37.8343,396.8381,5.1106,418.3547,9.5756,2047.197,501.0084
323.7771,11.3232,336.8873,19.0676,449.8801,2.4275,2041.8939,479.3422
198.2446,0.2879,246.9051,7.0475,345.7259,0.5119,2125.0382,360.4319
405.6552,0.9874,435.827,35.8854,473.8497,15.2003,2031.8475,509.3541
380.5191,13.3651,439.0458,6.484,508.1571,7.7376,2034.1566,545.9066
223.5895,7.133,237.3302,18.191,402.905,0.0951,2108.6329,339.4849
308.1568,3.7469,417.7513,1.1272,503.2764,21.0958,1827.7171,282.2753
387.8527,2.2346,452.2804,10.7289,585.6085,45.2196,1800.2146,297.9341
350.4151,23.6704,402.3206,10.2045,470.6241,2.3903,2009.1146,459.1968
243.2935,6.1703,405.2205,9.5141,454.4458,1.4115,1824.5622,261.6516
400.9057,9.4527,428.5667,13.5134,499.5718,10.3167,2040.4905,585.4939
355.0827,3.0816,368.0055,5.0537,485.7364,2.1788,2039.7383,528.665
225.2803,20.9625,281.3084,2.4404,414.1021,3.368,2067.0657,374.5194
309.1589,12.8443,364.4706,7.9584,398.887,16.6742,2028.4004,537.9807
370.6311,2.5378,388.7967,14.2834,492.3319,2.4459,2020.6579,461.4308
331.0408,1.2577,442.7396,2.5086,588.2711,0.4698,1765.8649,297.7892
248.2329,2.9851,253.2226,6.0052,349.3899,0.0469,2125.0684,323.5613
295.9465,6.7073,389.4077,7.3081,457.5967,23.4066,1887.5153,328.6923
143.3523,26.1376,339.5294,68.8632,406.8945,10.5583,2008.7133,795.0538
328.2117,1.4015,332.7011,0.74,458.168,2.7656,2047.583,495.5016
340.2928,0.3283,515.2145,10.7743,552.1008,21.2125,1734.7844,251.3327
346.4147,1.1443,454.7586,4.346,583.6152,8.8511,1761.826,287.2875
320.0156,1.9038,432.1107,5.3159,549.721,22.6187,1744.6227,278.7368
221.9221,0.3424,240.7003,6.0834,382.2214,4.3427,2084.7119,377.2731
306.2409,14.5914,350.8231,5.1281,451.2979,2.0696,2020.2654,394.7045
351.4217,1.4082,483.0416,8.8582,579.1116,2.236,1763.5891,282.1867
324.5504,0.4659,480.2126,4.1471,525.7401,14.6814,1727.4246,263.5089
378.7737,1.7377,462.5156,1.8387,532.4946,4.7924,1725.8423,228.1032
347.6966,21.1835,388.9445,0.8657,483.5441,2.1651,2016.0331,540.4878
335.4524,5.7363,480.045,19.6271,552.11,44.1798,1747.2471,279.8976
299.1571,32.4293,407.617,25.4684,461.2719,45.2576,2011.246,660.3226
326.8649,3.1962,431.4092,19.8561,530.4793,24.2385,1825.4307,302.7055
209.7641,16.17,343.0627,0.2367,428.4473,3.1721,2045.2526,440.0994
395.0618,18.092,451.7455,10.477,498.9753,6.2925,2028.022,553.0743
337.2672,16.6567,444.8044,20.2602,493.5237,9.6728,2033.4116,613.0166
334.3048,2.1144,441.1718,3.357,553.6811,6.1265,1852.9658,331.1872
338.6617,0.5712,503.9045,8.1992,557.2512,11.6241,1722.4612,260.5867
314.8372,3.4047,327.3933,33.9649,441.3,4.5751,2039.8276,453.0867
336.9513,5.1482,442.44,2.0702,528.6225,16.6403,1717.7294,282.0123
293.7858,4.2619,390.2219,3.9659,445.9442,2.9877,1931.0221,309.2285
341.6733,1.4446,472.3357,0.4014,551.1217,10.9654,1781.5552,307.414
335.3933,0.4664,489.4577,11.147,530.3739,38.035,1696.1682,265.744
383.5751,1.2923,448.304,9.0958,568.6041,5.0998,1788.8455,319.8422
320.3628,1.443,425.334,7.1912,524.6648,2.204,1825.8706,275.1443
211.9977,2.0141,245.4757,27.6732,399.2025,2.673,2086.1913,392.7412
270.6524,2.0604,419.307,0.31,476.3211,2.0219,1810.9337,261.704
386.0327,11.6055,426.4548,7.662,505.0453,8.6307,2030.1703,585.9299
430.9924,6.5977,445.9768,2.7131,489.2654,12.6576,2025.4763,530.2674
345.6322,75.1781,354.1576,20.1201,423.3903,6.754,2042.9737,537.0045
352.3597,0.6486,445.0302,4.5341,586.7341,1.0759,1770.5605,309.2684
386.8774,2.3521,453.1342,1.6684,569.6329,35.5809,1817.4901,296.6504
390.4123,1.2606,495.3412,5.1354,592.6736,3.3178,1743.7229,257.0166
313.6374,2.4746,491.0343,3.5925,527.3277,16.4319,1770.9824,254.6392
340.8877,2.9857,428.8247,0.2884,524.0265,0.6495,1853.8494,317.7995
240.8452,38.1422,461.237,14.0386,510.9693,5.9204,2023.0821,588.1337
343.7205,15.0636,464.4183,8.5804,482.2268,3.5759,2023.0523,488.5806
395.0768,2.0041,454.9208,1.56,561.8733,2.8519,1801.9818,296.6636
318.3071,1.8256,439.6071,1.4498,527.6681,12.5166,1804.1218,239.0228
320.8059,69.4946,326.91,77.6679,501.6194,0.2136,2022.4453,525.3749
334.2564,0.7742,481.1806,13.7958,551.0457,9.2081,1731.4243,276.4394
333.3217,1.0873,457.5837,6.5974,547.3019,0.4922,1769.4741,291.6521
231.3016,2.852,410.5378,0.0705,464.924,0.6809,1888.157,317.6254
332.728,2.9549,404.7527,1.9718,530.6006,5.937,1851.4202,351.0026
313.6991,1.1382,437.0939,0.7213,543.2513,2.3682,1779.1102,247.8788
391.9028,133.8189,408.0721,8.3991,465.7821,21.1391,2019.9588,587.6174
272.1914,3.3119,432.8347,6.6088,448.7367,2.6666,1803.4293,288.1101
358.5353,0.4374,448.9088,16.33,587.6769,60.9257,1802.8151,303.1525
255.3953,1.4812,431.1623,0.9088,472.4862,0.2155,1817.7905,245.7733
296.8233,8.9389,303.7295,5.6816,443.0266,9.5722,2056.1893,491.8481
333.9372,1.0374,473.4018,1.0647,518.5409,10.6056,1761.6274,320.6043
231.7754,95.3845,382.628,12.416,424.2242,15.2037,2019.2889,599.3092
205.5438,97.4014,365.8806,40.2014,420.2991,5.7189,2038.6118,555.7764
336.558,81.4258,365.7982,3.9881,420.8334,6.7318,2049.6212,460.0936
262.0211,46.8235,403.9729,44.5427,495.7039,13.7286,1827.1499,284.552
181.6268,33.7186,412.2441,37.5383,468.9077,2.0944,2026.5987,540.4525
352.3199,1.0804,476.9375,2.8553,555.581,12.5436,1773.5551,289.5783
352.1299,9.5097,427.966,20.4895,494.2131,4.2529,1676.4487,301.1935
189.7097,1.1011,197.1898,4.8106,386.8267,3.2596,2091.3931,338.665
354.2736,57.5967,387.0406,7.643,432.984,8.3306,2030.2132,476.7059
333.6158,2.0175,429.535,2.1534,537.8236,2.5728,1841.5404,281.3134
321.3323,3.2285,414.5784,4.4921,553.556,10.5532,1835.3814,309.342
321.0562,0.9652,415.3979,0.3814,527.9121,14.7301,1831.001,291.2315
337.2286,2.0999,441.9364,1.8552,580.6998,5.1141,1832.3862,312.7561
223.4213,8.2574,257.1978,15.3296,394.645,6.1375,2073.4863,407.485
349.3108,8.8691,365.8715,10.0851,456.2414,1.0005,2000.3127,440.6858
316.8164,1.4589,428.5765,3.0684,526.8054,2.6626,1829.5393,265.9958
321.6478,4.0873,404.7467,8.0376,552.5397,10.4314,1865.3519,336.7837
292.8046,3.5696,435.9533,1.5376,506.2322,4.0133,1831.371,286.3738
337.1319,6.1862,402.8323,5.9304,481.9655,10.3412,1937.0132,343.5585
379.5227,11.2238,403.2778,1.9372,495.3174,4.0326,2028.3321,506.4329
415.2052,15.9264,462.1523,10.8745,493.8065,8.6131,2041.9718,446.418
349.98,1.9637,449.5811,9.7491,560.2952,18.9782,1797.5002,298.7965
333.0873,15.3678,371.3823,18.9457,413.4743,1.017,2017.2196,406.0166
331.7033,0.5387,499.3814,16.1795,525.8345,2.715,1674.4562,271.0859
240.1202,18.8252,256.6575,23.2737,407.6279,3.6962,2089.0075,365.4172
262.5764,1.5567,439.3215,3.5138,464.6393,1.6624,1784.3687,223.3442
388.0354,1.481,478.5834,6.3489,588.6465,26.3725,1791.1327,293.9863
334.5386,1.1136,495.719,15.0949,558.5064,18.8938,1722.1862,280.5948
356.8021,8.4498,450.991,20.2455,505.7562,8.895,2039.0023,594.5886
351.617,2.0316,447.6336,7.0376,573.26,20.6823,1754.3321,322.6104
321.7752,50.2943,333.2387,23.0649,447.2977,3.8801,2039.8116,441.7391
251.9591,14.7433,261.8925,21.1028,390.3019,0.2078,2094.2304,324.118
392.1245,1.2369,467.478,0.7821,599.3037,6.486,1764.2303,296.6777
311.7333,1.7664,462.9813,0.293,525.5822,9.8584,1747.6205,222.1334
316.6619,1.1999,356.901,48.6395,454.9555,1.6614,2038.5082,444.336
347.8316,0.4895,509.3804,18.3594,522.3552,16.575,1655.2246,247.7164
371.1419,12.6375,441.8793,7.1872,485.8008,7.6461,2023.9565,559.3116
341.3883,0.8409,470.0127,2.6477,571.0908,10.0844,1744.9236,229.8993
205.5034,8.6201,363.335,4.7051,459.4438,7.3336,2002.3597,557.13
384.027,3.614,464.5496,2.1605,538.4163,2.476,1822.0722,293.8847
305.9094,2.3868,450.6613,1.3168,515.1209,6.225,1768.7131,288.9415
342.4832,0.8446,466.8032,12.2252,561.7031,4.1796,1771.0221,258.0998
395.1075,2.1586,456.5178,6.1706,627.0745,16.8011,1754.8872,287.0427
317.6475,6.1396,324.6998,4.8306,448.8134,3.7225,2048.7005,493.7699
312.1253,1.4909,428.263,7.8671,534.9482,2.1084,1825.1363,332.3489
271.3751,2.9937,407.335,10.3427,496.3736,2.928,1796.1723,255.7686
205.9287,6.0379,216.5298,7.0413,415.0506,1.7736,2097.8831,380.4268
376.8946,3.047,452.1409,3.8075,549.8118,12.4278,1799.4821,291.2346
284.729,24.1424,295.4948,8.8571,440.0556,7.6738,2052.675,483.6432
323.8368,1.3291,464.6613,1.4352,528.9711,5.4523,1792.8375,230.6487
406.4227,5.9475,423.9193,43.2866,491.1539,3.9994,2019.6251,544.6633
307.1719,1.898,449.3749,15.5954,531.0878,6.4293,1770.985,239.6573
377.2983,64.4203,419.4115,7.8906,447.1199,88.2003,2016.7448,675.4022
242.9142,9.6097,253.792,10.2215,323.5803,0.1585,2116.2229,342.0419
398.6904,33.3258,408.1655,6.4855,487.0064,5.7347,2026.9955,507.3257
390.649,2.5943,475.8211,10.5389,609.5404,8.5963,1799.1119,337.9688
348.7729,2.6145,457.2904,3.9752,552.0807,10.5578,1771.5834,236.5834
294.5837,5.3917,411.5509,7.2294,526.0876,22.6654,1854.2864,343.528
343.1729,2.4558,425.1627,1.6722,570.0929,11.7396,1848.794,328.784
288.2558,15.635,305.98,12.2001,450.4426,1.2135,2042.2792,466.7649
277.6534,5.7881,433.4016,3.0595,486.0703,16.0092,1800.1501,242.8592
362.0384,0.2287,499.8513,12.4025,504.8809,0.6327,1666.2762,255.7656
403.0411,8.7538,428.7376,13.4279,480.0207,4.0543,2030.8157,533.3294
282.1849,7.5517,336.7176,0.1987,448.5694,2.4119,2034.4282,513.0346
309.2106,1.5646,332.9225,14.6016,456.8258,2.1154,2029.1494,467.3553
368.6201,1.2097,451.6011,13.3879,556.9671,2.9594,1788.4099,317.1348
353.4219,1.278,463.8074,9.1638,573.1151,4.5307,1775.4437,308.5719
336.2394,1.332,457.5464,4.8565,530.7915,0.6873,1789.9447,269.4193
395.2279,2.3649,452.2517,1.7531,606.7331,10.7726,1792.6308,317.6795
355.4481,2.7858,423.5703,5.4791,573.2337,1.8085,1848.4023,332.4434
300.6605,3.021,379.6919,1.3831,433.2956,4.9816,1963.5082,244.8931
311.1787,2.1557,321.7916,2.6454,458.6738,0.8383,2039.3483,505.3572
337.7993,1.0978,470.1918,0.7387,543.4,9.207,1738.6365,225.5854
322.7169,2.0836,450.8089,3.6995,526.0082,1.2772,1796.3414,235.1231
399.4387,2.291,453.9161,5.3386,598.236,14.1789,1791.77,280.3805
280.5658,1.2922,450.9176,9.7036,465.9668,12.2724,1799.5568,295.1013
331.169,2.5155,423.5749,3.143,537.6596,1.5504,1847.315,269.3097
209.4581,0.4422,247.0955,21.4256,375.9015,5.4077,2087.9781,398.1253
187.2465,2.5167,266.2594,2.7749,395.8207,0.3191,2076.092,350.4951
342.3153,3.9562,426.4981,1.7712,524.1578,22.4039,1848.8013,314.1689
