,Gibbs free energy/eV
1660,-1.56356
1661,-2.23822
1662,-2.92037
1663,-2.87395
1664,-2.41376
1665,-1.27904
1666,-2.23899
1667,-2.68128
1668,-2.64122
1669,-2.62742
1670,-2.77361
1671,-2.07334
1672,-2.3719
1673,-2.42447
1674,-2.27624
1675,-1.10882
1676,-2.85289
1677,-2.22267
1678,-0.787487
1679,-1.15347
1680,-2.37721
1681,-2.49417
1682,-2.25945
1683,-2.9845
1684,-2.69901
1685,-2.488
1686,-1.57098
1687,-2.97778
1688,-3.00841
1689,-2.19931
1690,-2.69145
1691,-2.44245
1692,-2.1843
1693,-1.35495
1694,-2.67922
1695,-2.06609
1696,-1.72328
1697,-2.20645
1698,-1.50778
1699,-2.17945
1700,-2.84867
1701,-2.94997
1702,-0.571371
1703,-2.18308
1704,-2.60961
1705,-2.17107
1706,-2.73802
1707,-2.18492
1708,-2.23511
1709,-2.69847
1710,-2.33589
1711,-0.512127
1712,-2.78113
1713,-2.01102
1714,-2.63929
1715,-2.15426
1716,-1.28007
1717,-2.76742
1718,-2.20238
1719,-1.6897
1720,-2.97353
1721,-2.71698
1722,-2.85174
1723,-2.15144
1724,-2.64203
1725,-1.8062
1726,-2.49716
1727,-2.19562
1728,-2.87666
1729,-1.82328
1730,-0.973335
1731,-2.31073
1732,-2.23424
1733,-1.26218
1734,-2.32412
1735,-2.56153
1736,-2.36907
1737,-2.70662
1738,-1.82685
1739,-1.04022
1740,-1.42751
1741,-1.12696
1742,-1.0825
1743,-0.86758
1744,-1.88969
1745,-3.17715
1746,-2.19637
1747,-2.2472
1748,-2.40117
1749,-2.37747
1750,-2.43256
1751,-2.41518
1752,-2.55538
1753,-2.3101
1754,-0.45762
1755,-2.03776
1756,-2.15147
1757,-3.16141
1758,-2.81398
1759,-2.57687
1760,-3.12184
1761,-2.67519
1762,-2.45837
1763,-2.38814
1764,-2.07507
1765,-1.73245
1766,-1.16833
1767,-2.27943
1768,-1.98319
1769,-1.19623
1770,-2.52524
1771,-0.757697
1772,-2.27395
1773,-2.86442
1774,-2.21847
1775,-2.10626
1776,-1.71392
1777,-2.47673
1778,-1.80662
1779,-3.02138
1780,-2.52114
1781,-2.50401
1782,-2.52117
1783,-2.11817
1784,-1.7872
1785,-1.90451
1786,-2.11426
1787,-2.93079
1788,-3.30895
1789,-2.98845
1790,-1.39985
1791,-1.7535
1792,-2.17148
1793,-2.83902
1794,-2.15782
1795,-2.12705
1796,-2.83481
1797,-2.47946
1798,-1.70244
1799,-2.5516
1800,-2.7114
1801,-1.78766
1802,-2.77007
1803,-2.66313
1804,-2.23497
1805,-1.85993
1806,-2.85231
1807,-2.70686
1808,-2.16041
1809,-1.66088
1810,-2.83111
1811,-2.80686
1812,-0.637246
1813,-3.08683
1814,-2.10643
1815,-2.66046
1816,-2.88457
1817,-2.20079
1818,-1.65859
1819,-2.43247
1820,-2.12515
1821,-1.26461
1822,-1.4169
1823,-2.3831
1824,-2.39509
1825,-2.53342
1826,-2.73659
1827,-1.98394
1828,-1.67777
1829,-2.34595
1830,-3.03205
1831,-1.1393
1832,-2.24196
1833,-2.59596
1834,-0.924859
1835,-0.946536
1836,-2.43254
1837,-1.9249
1838,-2.56126
1839,-1.76459
1840,-2.86936
1841,-2.5069
1842,-1.22677
1843,-2.40625
1844,-2.33679
1845,-1.82804
1846,-1.98708
1847,-2.49395
1848,-2.48613
1849,-2.7795
1850,-3.05864
1851,-1.55039
1852,-2.32858
1853,-1.62472
1854,-2.86016
1855,-1.83173
1856,-2.59435
1857,-2.42283
1858,-2.66859
1859,-2.42514
1860,-2.37274
1861,-1.66427
1862,-0.978285
1863,-2.81776
1864,-1.14043
1865,-2.17005
1866,-2.24006
1867,-2.16899
1868,-2.0004
1869,-2.26904
1870,-2.60836
1871,-2.28672
1872,-2.18534
1873,-2.48813
1874,-2.31161
1875,-2.24002
1876,-1.48487
1877,-2.63531
1878,-2.22744
1879,-2.798
1880,-2.58172
1881,-1.51192
1882,-1.84536
1883,-2.91913
1884,-2.56358
1885,-1.01114
1886,-2.36909
1887,-2.60329
1888,-2.5736
1889,-2.671
1890,-0.640214
1891,-1.768
1892,-1.72469
1893,-2.40957
1894,-2.3266
1895,-2.35472
1896,-2.7648
1897,-1.7672
1898,-2.5274
1899,-2.46113
1900,-2.32231
1901,-2.10024
1902,-2.21591
1903,-2.48998
1904,-2.02534
1905,-2.07573
1906,-0.957392
1907,-2.51887
1908,-1.14152
1909,-2.09573
1910,-2.22475
1911,-2.97562
1912,-2.41637
1913,-2.06169
1914,-2.53874
1915,-2.55102
1916,-2.35516
1917,-2.585
1918,-3.18566
1919,-1.71948
1920,-2.5967
1921,-2.15565
1922,-2.80988
1923,-2.85887
1924,-0.723254
1925,-2.19088
1926,-2.61038
1927,-2.55631
1928,-1.68299
1929,-2.67894
1930,-2.50421
1931,-1.19507
1932,-1.41899
1933,-1.72882
1934,-2.26807
1935,-1.89819
1936,-2.27571
1937,-2.57257
1938,-2.52162
1939,-2.50257
1940,-2.22579
1941,-2.63385
1942,-2.12792
1943,-2.65311
1944,-2.63189
1945,-2.38333
1946,-2.95169
1947,-2.03128
1948,-2.35184
1949,-2.80062
1950,-2.36649
1951,-2.71284
1952,-2.03572
1953,-1.77867
1954,-2.18558
1955,-2.42974
1956,-1.83736
1957,-2.16677
1958,-2.38831
1959,-2.3352
1960,-3.2629
1961,-1.59953
1962,-1.26192
1963,-2.29233
1964,-1.69999
1965,-2.65913
1966,-2.56202
1967,-2.56302
1968,-2.23157
1969,-2.14772
1970,-2.38194
1971,-1.82935
1972,-2.69436
1973,-2.47998
1974,-2.21649
1975,-2.86814
1976,-2.60713
1977,-2.96221
1978,-0.965574
1979,-2.37474
1980,-2.28821
1981,-0.734851
1982,-2.41118
1983,-2.45174
1984,-1.33465
1985,-2.41259
1986,-2.8216
1987,-2.81044
1988,-2.30149
1989,-2.32098
1990,-2.89308
1991,-2.08695
1992,-1.92169
1993,-2.84609
1994,-2.8254
1995,-2.76938
1996,-0.743887
1997,-2.92417
1998,-1.51067
1999,-2.00298
2000,-2.32798
2001,-2.93691
2002,-2.47681
2003,-0.790813
2004,-2.19126
2005,-1.3609
2006,-2.50299
2007,-2.06623
2008,-2.08447
2009,-2.62796
2010,-2.30133
2011,-3.22794
2012,-2.0498
2013,-2.42629
2014,-0.629685
2015,-2.27121
2016,-2.37758
2017,-2.50029
2018,-2.65978
2019,-2.75604
2020,-1.6481
2021,-2.27348
2022,-2.33344
2023,-2.34368
2024,-1.96892
2025,-2.29661
2026,-2.60048
2027,-2.56568
2028,-2.11871
2029,-2.41096
2030,-2.48835
2031,-2.39467
2032,-2.34805
2033,-1.58803
2034,-2.21952
2035,-2.34381
2036,-2.85482
2037,-2.83216
2038,-1.25405
2039,-1.28259
2040,-3.02401
2041,-1.92923
2042,-2.34295
2043,-2.41238
2044,-2.70602
2045,-2.46132
2046,-2.18215
2047,-2.39958
2048,-2.12731
2049,-2.25258
2050,-2.46472
2051,-2.64569
2052,-2.25534
2053,-1.20514
2054,-2.59927
2055,-2.5705
2056,-2.33665
2057,-1.89772
2058,-2.53147
2059,-1.37152
2060,-2.39416
2061,-2.94524
2062,-2.82602
2063,-1.18122
2064,-1.10158
2065,-2.72873
2066,-2.82792
2067,-0.632747
2068,-2.85283
2069,-2.134
2070,-2.91878
2071,-2.16001
2072,-2.55708
2073,-2.33478
2074,-2.98483
2075,-2.76131
2076,-2.16152
2077,-3.04211
2078,-1.79671
2079,-2.20085
2080,-2.88976
2081,-2.3313
2082,-3.29699
2083,-2.2118
2084,-1.60437
2085,-2.8042
2086,-2.36623
2087,-1.79121
2088,-1.78091
2089,-0.778429
2090,-1.27759
2091,-2.83295
2092,-2.45078
2093,-2.51746
2094,-2.07924
2095,-2.58164
2096,-2.5696
2097,-2.68641
2098,-2.34913
2099,-2.97551
2100,-2.76323
2101,-2.33243
2102,-2.91674
2103,-3.14142
2104,-2.21042
2105,-1.56484
2106,-2.27643
2107,-2.33985
2108,-2.67128
2109,-2.26821
2110,-1.45267
2111,-2.21338
2112,-3.03149
2113,-1.69794
2114,-2.17873
2115,-2.5912
2116,-2.26713
2117,-1.1755
2118,-2.95401
2119,-1.72147
2120,-2.47611
2121,-2.77431
2122,-2.52771
2123,-3.1844
2124,-2.40622
2125,-2.51561
2126,-2.02805
2127,-1.37649
2128,-2.02637
2129,-2.64336
2130,-2.79791
2131,-2.57107
2132,-2.85181
2133,-2.06907
2134,-2.58008
2135,-1.41537
2136,-2.21187
2137,-2.56947
2138,-2.22958
2139,-2.2954
2140,-2.10365
2141,-2.81921
2142,-2.88877
2143,-3.02845
2144,-2.37791
2145,-2.1159553
2146,-1.97574739
2147,-2.46804
2148,-2.33574
2149,-2.7189685
2150,-2.45617662
2151,-1.6480964
2152,-2.0893
2153,-2.59343
2154,-2.6940895
2155,-2.60466
2156,-1.36351
2157,-2.92113
2158,-2.69306
2159,-1.84064
2160,-2.48001
2161,-2.87032
2162,-2.0034
2163,-2.72181
2164,-2.86296
2165,-2.5815
2166,-2.85285
2167,-2.19288
2168,-2.76403
2169,-2.29699
2170,-2.32956
2171,-2.84575
2172,-2.49909
2173,-2.5616
2174,-2.32301
2175,-2.59111
2176,-3.16202
2177,-2.01431
2178,-2.7562
2179,-2.05962
2180,-2.28443
2181,-2.10381
2182,-2.07804
2183,-2.72443
2184,-2.26419
2185,-2.27325
2186,-2.75753
2187,-2.41964
2188,-2.27401
2189,-3.17104
2190,-1.40563
2191,-2.30462
2192,-1.99459
2193,-2.8051
2194,-1.66289
2195,-2.51525
2196,-2.73479
2197,-2.12045
2198,-2.18901
2199,-1.28876
2200,-2.58491
2201,-2.44596
2202,-2.66693
2203,-2.43698
2204,-2.16976
2205,-1.71377
2206,-2.43405
2207,-1.80508
2208,-3.09555
2209,-2.82632
2210,-2.55441
2211,-1.52045
2212,-2.58458
2213,-3.09173
2214,-1.89745
2215,-2.22464
2216,-2.44408
2217,-2.88588
2218,-2.26388
2219,-2.11712
2220,-2.30172
2221,-2.62343
2222,-2.16887
2223,-1.91908
2224,-2.1966
2225,-0.929866
2226,-2.22196
2227,-1.35995
2228,-2.41372
2229,-2.55252
2230,-2.563
2231,-2.63803
2232,-2.9028
2233,-2.03511
2234,-2.07801
2235,-2.36152
2236,-2.40059
2237,-2.08265
2238,-2.60781
2239,-2.23299
2240,-1.33442
2241,-2.28044
2242,-2.91095
2243,-2.09133
2244,-1.39534
2245,-2.55594
2246,-0.787878
2247,-2.32102
2248,-2.76307
2249,-2.06331
2250,-2.37254
2251,-2.661
2252,-2.36754
2253,-2.92462
2254,-2.35551
2255,-2.25285
2256,-2.62525
2257,-1.82268
2258,-2.41762
2259,-2.06848
2260,-0.602882
2261,-2.25152
2262,-2.64815
2263,-1.80223
2264,-1.64705
2265,-1.8076
2266,-2.28062
2267,-2.98883
2268,-2.48086
2269,-2.95447
2270,-1.76312
2271,-2.18237
2272,-2.08522
2273,-2.74533
2274,-2.57209
2275,-2.43379
2276,-2.12892
2277,-2.1704
2278,-0.832502
2279,-2.83259
2280,-2.22513
2281,-2.06393
2282,-2.81894
2283,-2.13124
2284,-2.67675
2285,-2.39446
2286,-2.29871
2287,-2.29945
2288,-2.42367
2289,-2.06468
2290,-2.15114
2291,-2.5847
2292,-2.12563
2293,-1.50903
2294,-2.03807
2295,-2.59277
2296,-2.48644
2297,-2.95004
2298,-2.4083
2299,-2.11042
2300,-2.13195
2301,-2.05624
2302,-2.21668
2303,-2.4749
2304,-2.76639
2305,-2.4423
2306,-2.92773
2307,-3.08153
2308,-2.75725
2309,-2.66263
2310,-1.77377
2311,-1.78783
2312,-2.00131
2313,-2.11074
2314,-1.69977
2315,-3.01418
2316,-2.58323
2317,-2.08545
2318,-2.37842
2319,-3.15083
2320,-2.54437
2321,-2.5024
2322,-2.96024
2323,-2.56872
2324,-2.48043
2325,-2.56516
2326,-1.87337
2327,-2.55211
2328,-2.39897
2329,-2.21043
2330,-2.04136
2331,-2.89843
2332,-3.13378
2333,-1.72716
2334,-2.34119
2335,-2.23111
2336,-2.57907
2337,-2.1768
2338,-2.29838
2339,-2.88164
2340,-1.67429
2341,-2.05635
2342,-2.27616
2343,-2.55337
2344,-2.18088
2345,-2.34583
2346,-2.09801
2347,-2.63459
2348,-1.33162
2349,-1.914
2350,-2.5611
2351,-2.57192
2352,-2.45759
2353,-1.86187
2354,-1.7597
2355,-2.28746
2356,-2.29906
2357,-2.13745
2358,-2.27901
2359,-1.60734
2360,-2.13288
2361,-2.18089
2362,-1.21089
2363,-2.58405
2364,-2.46953
2365,-2.60923
2366,-2.24291
2367,-2.02315
2368,-2.82818
2369,-2.04917
2370,-2.91555
2371,-2.86255
2372,-1.65381
2373,-2.14386
2374,-2.37421
2375,-2.59926
2376,-2.76565
2377,-1.57199
2378,-1.80159
2379,-2.4183
2380,-2.24276
2381,-1.36468
2382,-2.71533
2383,-2.31981
2384,-2.03033
2385,-3.06346
2386,-2.22223
2387,-2.49775
2388,-2.01977
2389,-1.29215
2390,-2.04091
2391,-2.0346
2392,-2.17094
2393,-2.52102
2394,-2.07356
2395,-1.64998
2396,-2.31111
2397,-1.23669
2398,-2.214
2399,-1.75833
2400,-2.28652
2401,-2.66722
2402,-1.77381
2403,-2.5361
2404,-1.34791
2405,-2.61881
2406,-1.88085
2407,-1.62282
2408,-2.0208
2409,-2.38026
2410,-2.54105
2411,-2.60285
2412,-2.97115
2413,-2.53161
2414,-2.28847
2415,-2.71013
2416,-2.59011
2417,-2.87522
2418,-1.79855
2419,-2.68445
2420,-2.48723
2421,-1.24187
2422,-1.92408
2423,-2.39744
2424,-2.28605
2425,-2.79805
2426,-2.42025
2427,-2.13547
2428,-2.50675
2429,-3.09473
2430,-2.98578
2431,-3.26754
2432,-2.31394
2433,-1.92861
2434,-2.09718
2435,-2.10117
2436,-2.32446
2437,-2.99034
2438,-2.38658
2439,-2.40627
2440,-2.7501
2441,-2.44062
2442,-2.61706
2443,-2.77492
2444,-2.43365
2445,-2.98028
2446,-2.28135
2447,-1.20217
2448,-2.7925
2449,-1.9003
2450,-2.03937
2451,-2.07157
2452,-2.4089
2453,-2.9167
2454,-2.48593
2455,-1.46762
2456,-2.6343
2457,-2.20177
2458,-2.20544
2459,-3.23404
2460,-2.4034
2461,-2.54242
2462,-2.94225
2463,-1.18497
2464,-2.86763
2465,-2.91553
2466,-3.14258
2467,-2.21072
2468,-1.64055
2469,-2.25602
2470,-2.84832
2471,-2.69526
2472,-2.36338
2473,-2.44057
2474,-2.77826
2475,-2.22908
2476,-2.4087
2477,-2.78716
2478,-3.17453
2479,-2.34616
2480,-2.88109
2481,-1.64221
2482,-2.01623
2483,-1.14467
2484,-2.47912
2485,-2.30014
2486,-2.36047
2487,-3.08518
2488,-2.63653
2489,-2.85503
2490,-2.71669
2491,-2.21583
2492,-0.666212
2493,-1.32228
2494,-2.66069
2495,-0.801708
2496,-2.37358
2497,-2.01718
2498,-2.19518
2499,-0.818843
2500,-0.948188
2501,-2.74659
2502,-2.68523
2503,-2.97813
2504,-2.11184
2505,-2.00834
2506,-2.3484
2507,-2.40912
2508,-2.64606
2509,-3.26408
2510,-2.27144
2511,-2.91483
2512,-3.03105
2513,-2.06356
2514,-2.70264
2515,-2.59788
2516,-1.97796
2517,-2.75972
2518,-1.95607
2519,-3.06047
2520,-2.26797
2521,-2.17667
2522,-1.4136
2523,-2.35473
2524,-2.26147
2525,-2.44002
2526,-2.33546
2527,-2.96396
2528,-2.35485
2529,-1.12995
2530,-2.46216
2531,-2.5388
2532,-1.62672
2533,-2.50409
2534,-2.40175
2535,-2.64799
2536,-2.49314
2537,-2.54916
2538,-2.09914
2539,-2.35011
2540,-2.57491
2541,-2.60316
2542,-2.77675
2543,-2.67753
2544,-2.78884
2545,-2.81424
2546,-2.22091
2547,-1.18543
2548,-2.50311
2549,-2.47164
2550,-1.58029
2551,-2.74499
2552,-2.37005
2553,-0.968753
2554,-2.1947
2555,-2.75645
2556,-2.52298
2557,-2.19613
2558,-2.04474
2559,-2.57278
2560,-3.02655
2561,-1.20348
2562,-0.812451
2563,-1.76089
2564,-1.36077
2565,-0.917929
2566,-2.67664
2567,-2.2683
2568,-2.73586
2569,-2.44636
2570,-2.24592
2571,-1.10144
2572,-2.09908
2573,-2.43431
2574,-2.87943
2575,-1.38183
2576,-2.78831
2577,-1.97039
2578,-2.6519
2579,-1.62815
2580,-2.13042
2581,-2.22888
2582,-2.51948
2583,-2.36926
2584,-2.56289
2585,-2.23652
2586,-2.28647
2587,-2.51758
2588,-2.22681
2589,-2.19761
2590,-2.33271
2591,-2.29453
2592,-3.16052
2593,-2.55736
2594,-2.60807
2595,-3.08247
2596,-1.37578
2597,-1.31796
2598,-2.82232
2599,-2.30828
2600,-3.22255
2601,-2.81592
2602,-2.10619
2603,-2.6526
2604,-2.45893
2605,-2.11101
2606,-1.56787
2607,-0.727882
2608,-2.64478
2609,-2.27278
2610,-2.58433
2611,-2.47886
2612,-2.05408
2613,-1.31564
2614,-2.26879
2615,-3.09059
2616,-2.33579
2617,-2.92292
2618,-2.4048
2619,-2.38624
2620,-2.51444
2621,-2.45324
2622,-2.2741
2623,-2.46725
2624,-1.81823
2625,-2.72415
2626,-1.77872
2627,-2.09268
2628,-2.80924
2629,-2.44617
2630,-2.34227
2631,-2.90024
2632,-2.96976
2633,-2.13043
2634,-1.83894
2635,-2.03421
2636,-1.64232
2637,-3.15555
2638,-2.74441
2639,-3.03508
2640,-2.5313
2641,-2.30714
2642,-2.0681
2643,-2.03802
2644,-2.47838
2645,-1.2106
2646,-2.94094
2647,-2.4537
2648,-2.53376
2649,-2.45885
2650,-2.02608
2651,-2.43493
2652,-2.26784
2653,-2.4219
2654,-2.8087
2655,-3.20746
2656,-2.56699
2657,-2.56741
2658,-2.20215
2659,-2.38388
2660,-2.06032
2661,-1.30853
2662,-2.80572
2663,-2.5134
2664,-2.26956
2665,-1.2035
2666,-2.18326
2667,-2.19544
2668,-2.23608
2669,-2.76831
2670,-2.70874
2671,-2.25321
2672,-2.22992
2673,-2.98169
2674,-3.06242
2675,-2.34124
2676,-1.68889
2677,-2.48543
2678,-2.12282
2679,-2.31875
2680,-2.218
2681,-2.25593
2682,-2.10566
2683,-1.46511
2684,-2.38882
2685,-2.5579
2686,-2.33377
2687,-2.10293
2688,-2.71157
2689,-0.70406
2690,-2.42549
2691,-2.53837
2692,-0.876948
2693,-2.44844
2694,-2.29349
2695,-2.90849
2696,-2.91989
2697,-2.46899
2698,-1.80333
2699,-2.21766
2700,-2.89378
2701,-2.59722
2702,-2.39964
2703,-2.34934
2704,-1.18986
2705,-2.03339
2706,-2.52993
2707,-2.8162
2708,-1.74775
2709,-2.56645
2710,-2.42765
2711,-2.03194
2712,-2.20952
2713,-2.43961
2714,-0.987745
2715,-2.32448
2716,-2.63477
2717,-2.16251
2718,-1.11758
2719,-2.4348
2720,-2.27315
2721,-2.40103
2722,-2.4177
2723,-2.49124
2724,-2.5123
2725,-2.28051
2726,-2.01071
2727,-1.52888
2728,-1.63731
2729,-2.23608
2730,-2.35071
2731,-2.01115
2732,-3.16138
2733,-1.39192
2734,-2.36484
2735,-1.62264
2736,-2.47004
2737,-2.19859
2738,-2.49966
2739,-2.22894
2740,-2.77327
2741,-2.81955
2742,-2.67201
2743,-2.65498
2744,-2.28197
2745,-1.18177
2746,-1.4098
2747,-2.38483
2748,-2.6975
2749,-2.28601
2750,-2.56773
2751,-1.18488
2752,-2.83907
2753,-1.23609
2754,-1.95999
2755,-2.34674
2756,-2.11835
2757,-2.20873
2758,-2.10337
2759,-2.41196
2760,-1.62291
2761,-2.08116
2762,-0.927388
2763,-2.76902
2764,-2.02849
2765,-1.88794
2766,-1.61675
2767,-2.86265
2768,-2.36242
2769,-2.2448
2770,-2.88902
2771,-2.36524
2772,-2.07946
2773,-2.48332
2774,-1.24261
2775,-2.83835
2776,-2.0048
2777,-2.54447
2778,-1.19512
2779,-2.26125
2780,-1.78084
2781,-2.85488
2782,-2.63903
2783,-1.17767
2784,-2.22046
2785,-3.1183
2786,-2.2424
2787,-2.50474
2788,-2.59541
2789,-2.32135
2790,-2.45592
2791,-2.1394
2792,-2.5643
2793,-1.28314
2794,-2.60179
2795,-2.83719
2796,-2.35354
2797,-2.81969
2798,-2.15468
2799,-2.08298
2800,-2.78744
2801,-1.27169
2802,-2.22334
2803,-2.9045
2804,-2.73735
2805,-2.38077
2806,-2.09559
2807,-2.60024
2808,-2.53907
2809,-2.63661
2810,-1.37455
2811,-2.30133
2812,-1.65207
2813,-2.60612
2814,-2.41819
2815,-3.11416
2816,-2.10134
2817,-2.50229
2818,-3.20821
2819,-1.1
2820,-2.74591
2821,-1.84474
2822,-1.62427
2823,-1.70914
2824,-2.64691
2825,-2.86066
2826,-2.07431
2827,-2.30928
2828,-2.35622
2829,-2.16397
2830,-2.10847
2831,-1.08733
2832,-2.53626
2833,-1.51854
2834,-1.83614
2835,-2.89067
2836,-2.28387
2837,-0.810928
2838,-2.42528
2839,-2.43019
2840,-2.55143
2841,-2.33248
2842,-2.99613
2843,-2.75958
2844,-1.50035
2845,-2.61316
2846,-2.55439
2847,-2.09267
2848,-2.09579
2849,-0.835947
2850,-2.36759
2851,-2.44584
2852,-1.18643
2853,-2.12603
2854,-2.69567
2855,-2.3779
2856,-1.56085
2857,-2.36988
2858,-2.29358
2859,-1.37647
2860,-1.91679
2861,-2.45558
2862,-2.80096
2863,-0.83611
2864,-2.11056
2865,-2.21305
2866,-2.28632
2867,-2.44731
2868,-2.83054
2869,-2.92866
2870,-1.18231
2871,-2.18183
2872,-2.63711
2873,-2.61258
2874,-2.70592
2875,-2.27773
2876,-2.86055
2877,-2.54545
2878,-2.15398
2879,-1.76285
2880,-2.58623
2881,-2.18486
2882,-2.17584
2883,-2.74317
2884,-2.25166
2885,-3.12986
2886,-1.7216
2887,-2.3042
2888,-3.10006
2889,-2.82815
2890,-2.33313
2891,-1.31246
2892,-1.77451
2893,-2.4102
2894,-2.46797
2895,-1.91159
2896,-2.9463
2897,-2.68263
2898,-3.16304
2899,-2.28482
2900,-2.5391
2901,-2.37869
2902,-2.33118
2903,-2.74046
2904,-2.20135
2905,-2.80743
2906,-2.76656
2907,-2.47219
2908,-1.2931
2909,-2.25965
2910,-2.28147
2911,-2.76639
2912,-1.94367
2913,-2.70828
2914,-1.70725
2915,-2.1009
2916,-2.50854
2917,-2.17552
2918,-2.15844
2919,-2.00464
2920,-2.07626
2921,-2.26289
2922,-2.95639
2923,-2.93129
2924,-1.28038
2925,-2.12741
2926,-2.47723
2927,-2.29095
2928,-2.313
2929,-2.29686
2930,-1.23766
2931,-2.32946
2932,-2.24871
2933,-2.34708
2934,-1.52449
2935,-1.99401
2936,-2.5809
2937,-2.25259
2938,-2.62877
2939,-2.02406
2940,-3.29
2941,-1.41604
2942,-1.76968
2943,-2.66797
2944,-2.6308
2945,-2.27086
2946,-2.77864
2947,-2.24161
2948,-1.10801
2949,-2.75247
2950,-2.462
2951,-2.30845
2952,-2.79759
2953,-2.26345
2954,-2.99357
2955,-2.48035
2956,-2.60506
2957,-2.24662
2958,-2.67172
2959,-2.97529
2960,-2.16729
2961,-2.35338
2962,-1.76893
2963,-1.2938
2964,-2.6755
2965,-1.93757
2966,-2.51798
2967,-2.55499
2968,-2.44792
2969,-2.45115
2970,-0.543298
2971,-2.3714
2972,-2.71035
2973,-2.6627
2974,-2.41767
2975,-2.28397
2976,-2.1553
2977,-1.69696
2978,-2.99911
2979,-2.49419
2980,-2.26054
2981,-2.26511
2982,-2.90697
2983,-2.93845
2984,-2.47117
2985,-2.71864
2986,-2.51299
2987,-1.61686
2988,-2.36814
2989,-2.59379
2990,-2.63859
2991,-2.96105
2992,-1.83406
2993,-2.57784
2994,-1.10885
2995,-1.1991
2996,-2.38635
2997,-2.7823
2998,-2.43603
2999,-2.02199
3000,-1.65749
3001,-0.777294
3002,-1.26311
3003,-2.80081
3004,-2.18192
3005,-1.70447
3006,-2.86949
3007,-2.36954
3008,-2.71756
3009,-2.72943
3010,-2.40687
3011,-2.71061
3012,-2.30177
3013,-3.06512
3014,-1.96067
3015,-0.70636
3016,-0.798685
3017,-2.78804
3018,-2.50525
3019,-2.28595
3020,-1.86342
3021,-2.32002
3022,-2.7964
3023,-2.59204
3024,-2.50921
3025,-2.64055
3026,-2.99189
3027,-2.01905
3028,-2.97308
3029,-0.743094
3030,-1.62155
3031,-2.84674
3032,-3.0727
3033,-2.53235
3034,-2.14362
3035,-1.75192
3036,-1.24566
3037,-1.84861
3038,-2.58529
3039,-1.27532
3040,-2.42839
3041,-2.04624
3042,-1.31286
3043,-1.11735
3044,-2.81893
3045,-0.735388
3046,-3.02827
3047,-2.22014
3048,-2.96663
3049,-2.87401
3050,-2.39918
3051,-2.22894
3052,-2.56974
3053,-2.51588
3054,-1.35362
3055,-1.21606
3056,-1.98924
3057,-2.1556
3058,-2.66016
3059,-1.71718
3060,-2.5435
3061,-2.19631
3062,-2.06786
3063,-2.19759
3064,-1.20061
3065,-2.87544
3066,-2.796
3067,-2.48654
3068,-1.34143
3069,-2.29177
3070,-0.739044
3071,-2.28026
3072,-2.54177
3073,-2.33009
3074,-2.13112
3075,-2.37327
3076,-2.61574
3077,-2.346
3078,-2.13177
3079,-2.67341
3080,-2.22507
3081,-1.27251
3082,-2.56531
3083,-2.15905
3084,-2.33556
3085,-1.30434
3086,-2.31668
3087,-2.93471
3088,-2.76047
3089,-2.52659
3090,-3.00168
3091,-1.8004
3092,-2.8653
3093,-1.25032
3094,-1.9842
3095,-2.22874
3096,-2.84016
3097,-2.53686
3098,-1.20271
3099,-1.78195
3100,-2.69905
3101,-2.00915
3102,-2.8695
3103,-1.57245
3104,-1.8086
3105,-2.41142
3106,-2.81375
3107,-2.2434
3108,-2.90611
3109,-2.81533
3110,-2.07839
3111,-2.39478
3112,-0.907796
3113,-2.58397
3114,-2.13465
3115,-2.57824
3116,-1.25163
3117,-2.86558
3118,-2.14758
3119,-2.87779
3120,-1.49265
3121,-1.94366
3122,-2.46193
3123,-2.19828
3124,-2.48509
3125,-2.55389
3126,-2.68218
3127,-2.0423
3128,-2.39725
3129,-1.35244
3130,-2.19466
3131,-2.45675
3132,-2.7444
3133,-2.75478
3134,-2.84158
3135,-2.66762
3136,-2.12964
3137,-2.74121
3138,-2.67393
3139,-2.51387
3140,-1.61067
3141,-2.33765
3142,-0.847493
3143,-2.48319
3144,-2.79448
3145,-2.44248
3146,-1.91919
3147,-0.892687
3148,-2.59797
3149,-2.36219
3150,-2.95103
3151,-2.2974
3152,-2.23909
3153,-2.05327
3154,-2.25205
3155,-1.16449
3156,-1.20236
3157,-2.35552
3158,-0.842184
3159,-1.75117
3160,-2.72103
3161,-0.817282
3162,-1.09283
3163,-2.84972
3164,-2.36794
3165,-0.772898
3166,-2.62029
3167,-1.20913
3168,-1.81024
3169,-2.72273
3170,-1.55436
3171,-2.07216
3172,-2.42145
3173,-2.27739
3174,-2.0255
3175,-1.70121
3176,-2.1954
3177,-2.49751
3178,-2.25498
3179,-3.07862
3180,-2.32311
3181,-2.50048
3182,-3
3183,-2.28605
3184,-2.06399
3185,-2.20905
3186,-1.07143
3187,-2.61047
3188,-1.49883
3189,-1.72531
3190,-2.04196
3191,-1.40935
3192,-2.43246
3193,-2.33957
3194,-2.65653
3195,-2.45747
3196,-0.770827
3197,-3.06842
3198,-2.45087
3199,-1.18977
3200,-3.07049
3201,-2.23491
3202,-2.41816
3203,-2.09401
3204,-2.21392
3205,-2.59413
3206,-2.51387
3207,-2.38448
3208,-2.31532
3209,-1.99838
3210,-2.65387
3211,-2.22794
3212,-2.05993
3213,-0.756576
3214,-3.06514
