,Gibbs free energy/eV
3215,-2.05111
3216,-2.58856
3217,-2.27281
3218,-2.25503
3219,-3.03274
3220,-3.15103
3221,-3.04231
3222,-2.53678
3223,-1.99967
3224,-2.28817
3225,-2.56792
3226,-2.65001
3227,-2.18436
3228,-3.09631
3229,-1.30307
3230,-2.35653
3231,-1.37573
3232,-2.67476
3233,-2.16434
3234,-2.30253
3235,-2.10845
3236,-1.77958
3237,-2.47757
3238,-2.43792
3239,-2.17652
3240,-2.00397
3241,-1.23686
3242,-1.71692
3243,-2.30548
3244,-2.53966
3245,-2.2429
3246,-1.73826
3247,-3.12214
3248,-1.54779
3249,-0.584248
3250,-2.31455
3251,-2.10019
3252,-2.817
3253,-1.15073
3254,-2.3436
3255,-2.31161
3256,-2.65991
3257,-2.58609
3258,-2.58473
3259,-2.45024
3260,-2.09998
3261,-2.34448
3262,-2.41262
3263,-2.6372
3264,-2.15024
3265,-2.52057
3266,-1.75241
3267,-3.06499
3268,-2.12114
3269,-2.23262
3270,-2.65382
3271,-2.11825
3272,-2.50265
3273,-2.58961
3274,-2.25654
3275,-2.00925
3276,-2.42432
3277,-1.13916
3278,-2.38557
3279,-2.22152
3280,-1.15327
3281,-2.29121
3282,-1.65219
3283,-2.74845
3284,-1.43851
3285,-2.33369
3286,-1.72691
3287,-2.21091
3288,-2.56907
3289,-2.46669
3290,-2.20244
3291,-1.10911
3292,-2.08511
3293,-2.18424
3294,-2.5044
3295,-2.59095
3296,-3.33646
3297,-2.07013
3298,-2.02222
3299,-2.66077
3300,-2.97127
3301,-2.29194
3302,-2.35419
3303,-2.54692
3304,-2.60003
3305,-1.51949
3306,-2.59118
3307,-2.5305
3308,-2.67029
3309,-3.06408
3310,-2.33521
3311,-2.40428
3312,-2.33271
3313,-2.56074
3314,-2.20295
3315,-1.21941
3316,-2.63669
3317,-2.72766
3318,-1.40665
3319,-2.13892
3320,-1.1519
3321,-2.65206
3322,-2.60842
3323,-2.12803
3324,-3.05218
3325,-2.455
3326,-2.61733
3327,-2.43543
3328,-2.19013
3329,-2.26702
3330,-2.04361
3331,-2.62444
3332,-2.3329
3333,-2.8207
3334,-2.49041
3335,-2.14848
3336,-2.29425
3337,-2.07957
3338,-2.25243
3339,-2.56111
3340,-2.16495
3341,-2.12136
3342,-2.79915
3343,-2.4577
3344,-2.20048
3345,-2.4077
3346,-2.28328
3347,-0.893162
3348,-2.24995
3349,-2.22492
3350,-2.24922
3351,-2.36288
3352,-2.41667
3353,-1.19304
3354,-2.17756
3355,-2.54723
3356,-1.92353
3357,-2.49367
3358,-2.71436
3359,-2.1347
3360,-3.14292
3361,-2.79251
3362,-2.17276
3363,-2.24979
3364,-2.13504
3365,-2.29742
3366,-2.12185
3367,-2.37217
3368,-1.28781
3369,-2.2799
3370,-2.39602
3371,-2.29267
3372,-2.10787
3373,-2.47937
3374,-2.17764
3375,-2.44747
3376,-1.21553
3377,-2.9179
3378,-2.23827
3379,-2.26264
3380,-1.92537
3381,-2.23211
3382,-2.96426
3383,-2.27552
3384,-2.57447
3385,-2.86261
3386,-2.91759
3387,-2.31662
3388,-2.96451
3389,-2.54951
3390,-2.92243
3391,-2.53974
3392,-2.47467
3393,-3.03748
3394,-2.14764
3395,-2.09124
3396,-2.5477
3397,-1.24166
3398,-1.96404
3399,-2.02655
3400,-2.31368
3401,-0.976488
3402,-1.55629
3403,-2.84997
3404,-2.53902
3405,-2.14255
3406,-2.24652
3407,-2.13003
3408,-2.05882
3409,-1.12228
3410,-1.74744
3411,-3.04945
3412,-2.33357
3413,-2.82922
3414,-1.92837
3415,-2.51764
3416,-2.85839
3417,-2.31872
3418,-1.05307
3419,-2.11918
3420,-2.63465
3421,-1.76272
3422,-1.62131
3423,-2.95393
3424,-3.16415
3425,-2.10996
3426,-1.92118
3427,-2.60463
3428,-2.38493
3429,-2.68462
3430,-2.33407
3431,-2.53826
3432,-2.80305
3433,-3.08699
3434,-2.21265
3435,-1.958
3436,-2.3823
3437,-1.53899
3438,-2.61843
3439,-2.39221
3440,-2.45279
3441,-3.20004
3442,-2.0973
3443,-2.63706
3444,-1.45122
3445,-2.19602
3446,-2.68357
3447,-2.33228
3448,-2.88235
3449,-2.42322
3450,-2.75573
3451,-2.51616
3452,-0.776638
3453,-2.6022
3454,-1.76527
3455,-2.86547
3456,-2.47488
3457,-2.92704
3458,-2.33255
3459,-2.6626
3460,-1.18126
3461,-2.56487
3462,-3.05808
3463,-0.929273
3464,-2.07529
3465,-0.612663
3466,-1.26698
3467,-1.85815
3468,-2.28987
3469,-2.58906
3470,-2.18558
3471,-2.56469
3472,-2.57345
3473,-3.00304
3474,-2.14457
3475,-1.06262
3476,-2.2719
3477,-1.93553
3478,-1.30243
3479,-2.55079
3480,-2.87663
3481,-2.21735
3482,-2.31301
3483,-2.01169
3484,-2.43085
3485,-2.30496
3486,-1.4293
3487,-2.31833
3488,-2.59956
3489,-2.50556
3490,-2.32106
3491,-0.875756
3492,-2.40391
3493,-2.95615
3494,-1.71156
3495,-2.12349
3496,-2.45686
3497,-2.43844
3498,-2.48413
3499,-0.790331
3500,-2.19285
3501,-2.72432
3502,-1.98637
3503,-2.34005
3504,-1.83576
3505,-2.67104
3506,-2.66202
3507,-2.37394
3508,-2.20753
3509,-2.61212
3510,-2.19239
3511,-2.11635
3512,-2.31217
3513,-1.09
3514,-2.48443
3515,-1.08707
3516,-2.39021
3517,-2.05986
3518,-2.75381
3519,-2.11548
3520,-1.47728
3521,-1.60685
3522,-2.02699
3523,-2.60582
3524,-2.14714
3525,-2.19866
3526,-1.82078
3527,-2.43712
3528,-2.63128
3529,-2.48765
3530,-2.56429
3531,-2.28197
3532,-1.93192
3533,-2.08526
3534,-3.24456
3535,-2.81784
3536,-2.4207
3537,-1.50395
3538,-2.78974
3539,-2.66401
3540,-1.79999
3541,-2.87996
3542,-2.36508
3543,-2.612
3544,-0.764844
3545,-2.24534
3546,-1.51611
3547,-2.04345
3548,-2.40123
3549,-1.18341
3550,-2.69066
3551,-1.32995
3552,-2.20112
3553,-2.16595
3554,-2.67598
3555,-2.1704
3556,-2.51064
3557,-2.22275
3558,-2.35076
3559,-2.87058
3560,-2.78669
3561,-1.59742
3562,-3.10676
3563,-2.98583
3564,-2.17225
3565,-2.85171
3566,-0.753637
3567,-2.64075
3568,-1.74724
3569,-1.0868
3570,-2.22466
3571,-2.79683
3572,-2.70154
3573,-1.96156
3574,-2.27549
3575,-2.18933
3576,-1.78532
3577,-2.92159
3578,-1.32943
3579,-2.55869
3580,-2.67914
3581,-2.3486
3582,-2.84143
3583,-2.77786
3584,-2.35558
3585,-1.90488
3586,-0.654349
3587,-2.60005
3588,-2.6474
3589,-2.73064
3590,-1.21587
3591,-2.55457
3592,-2.42976
3593,-2.35245
3594,-2.75904
3595,-2.06712
3596,-1.90028
3597,-2.36083
3598,-3.031
3599,-2.97501
3600,-2.27784
3601,-0.858631
3602,-2.7206
3603,-2.14664
3604,-1.67373
3605,-1.89999
3606,-2.37167
3607,-2.90463
3608,-2.43456
3609,-2.27546
3610,-2.5018
3611,-0.768719
3612,-2.3254
3613,-2.37405
3614,-2.84454
3615,-2.94559
3616,-1.91273
3617,-2.57418
3618,-3.21675
3619,-1.17085
3620,-2.8724
3621,-2.4601
3622,-2.30166
3623,-1.6404
3624,-1.90646
3625,-2.11385
3626,-2.40166
3627,-2.47808
3628,-2.429
3629,-2.32081
3630,-2.89765
3631,-3.32728
3632,-2.70457
3633,-2.41782
3634,-2.31792
3635,-2.77978
3636,-2.2681
3637,-1.26097
3638,-2.17955
3639,-2.28534
3640,-1.82654
3641,-2.11536
3642,-2.50458
3643,-2.21902
3644,-2.76006
3645,-2.61699
3646,-2.63672
3647,-2.38584
3648,-2.54535
3649,-1.21896
3650,-1.70644
3651,-2.54799
3652,-2.90197
3653,-2.81099
3654,-2.47261
3655,-2.591
3656,-2.49223
3657,-2.57044
3658,-2.52568
3659,-2.22615
3660,-2.04135
3661,-2.82098
3662,-2.45165
3663,-2.27747
3664,-1.33651
3665,-2.84635
3666,-2.47666
3667,-2.61105
3668,-2.30988
3669,-2.68485
3670,-2.77971
3671,-2.77609
3672,-2.32607
3673,-2.76676
3674,-2.26029
3675,-2.48678
3676,-1.85036
3677,-2.22925
3678,-2.53062
3679,-2.17087
3680,-2.68456
3681,-2.41788
3682,-2.04824
3683,-2.01666
3684,-2.00401
3685,-2.21656
3686,-2.08552
3687,-1.65714
3688,-2.36598
3689,-2.7739
3690,-2.20889
3691,-2.36594
3692,-2.44811
3693,-2.22167
3694,-1.56123
3695,-2.65437
3696,-2.73588
3697,-2.37597
3698,-2.2269
3699,-2.37175
3700,-2.43129
3701,-2.15695
3702,-2.16496
3703,-2.17026
3704,-2.34692
3705,-1.97538
3706,-1.69846
3707,-3.17332
3708,-2.27366
3709,-3.19269
3710,-2.52201
3711,-2.26337
3712,-1.48848
3713,-1.10352
3714,-2.61886
3715,-2.65877
3716,-2.56276
3717,-2.50217
3718,-1.7943
3719,-2.77506
3720,-2.28957
3721,-2.24689
3722,-2.43028
3723,-1.67198
3724,-2.149
3725,-2.16295
3726,-2.45729
3727,-2.12651
3728,-2.27625
3729,-2.47301
3730,-2.34955
3731,-2.23355
3732,-2.99121
3733,-2.19342
3734,-2.21074
3735,-2.36657
3736,-3.09571
3737,-2.38994
3738,-1.94297
3739,-1.12825
3740,-2.57159
3741,-2.34417
3742,-2.40426
3743,-2.36888
3744,-1.85715
3745,-2.48417
3746,-2.6783
3747,-2.17164
3748,-2.72966
3749,-2.49333
3750,-1.74376
3751,-2.41265
3752,-2.24032
3753,-2.41932
3754,-2.38311
3755,-2.38664
3756,-2.55609
3757,-2.47185
3758,-2.26845
3759,-1.92552
3760,-1.58916
3761,-2.34425
3762,-2.82508
3763,-1.93647
3764,-2.45062
3765,-2.19252
3766,-2.91525
3767,-2.73418
3768,-3.1312
3769,-2.82134
3770,-1.81975
3771,-2.08434
3772,-2.16605
3773,-1.83583
3774,-2.42906
3775,-2.52391
3776,-2.6986
3777,-2.48603
3778,-2.55501
3779,-3.16606
3780,-2.58061
3781,-2.32449
3782,-2.51042
3783,-2.23717
3784,-2.41776
3785,-2.74824
3786,-1.62667
3787,-2.03609
3788,-2.55124
3789,-1.76726
3790,-2.59627
3791,-1.24431
3792,-2.368
3793,-2.19785
3794,-2.17202
3795,-2.36752
3796,-2.43861
3797,-1.79845
3798,-2.25246
3799,-2.03304
3800,-2.31879
3801,-2.27194
3802,-2.01154
3803,-2.64733
3804,-2.08976
3805,-2.47545
3806,-2.54983
3807,-2.52127
3808,-2.20978
3809,-2.18751
3810,-2.84084
3811,-2.48058
3812,-2.58558
3813,-2.83442
3814,-2.65637
3815,-2.47208
3816,-2.213
3817,-1.73109
3818,-1.43467
3819,-2.77973
3820,-1.83913
3821,-2.78181
3822,-2.30485
3823,-1.88465
3824,-2.48033
3825,-2.14579
3826,-2.09035
3827,-2.45034
3828,-2.15312
3829,-2.19655
3830,-2.20377
3831,-2.76244
3832,-2.77447
3833,-1.73876
3834,-2.99803
3835,-2.34671
3836,-2.34336
3837,-2.27705
3838,-2.01056
3839,-2.71617
3840,-2.36976
3841,-2.97057
3842,-2.00758
3843,-2.60821
3844,-2.07598
3845,-2.7189
3846,-2.12017
3847,-2.20836
3848,-1.09755
3849,-1.78172
3850,-2.28511
3851,-2.47162
3852,-2.92391
3853,-2.48635
3854,-2.53674
3855,-2.7745
3856,-2.52458
3857,-2.16083
3858,-2.4018
3859,-2.14211
3860,-2.49423
3861,-1.4301
3862,-2.12008
3863,-2.29444
3864,-2.40138
3865,-2.9095
3866,-2.21772
3867,-2.09805
3868,-2.15529
3869,-2.21943
3870,-2.40134
3871,-2.21508
3872,-2.42104
3873,-1.78176
3874,-2.53422
3875,-2.84688
3876,-2.08085
3877,-2.37249
3878,-2.58229
3879,-2.59901
3880,-1.45538
3881,-2.51875
3882,-2.37594
3883,-2.55531
3884,-2.15003
3885,-1.70481
3886,-2.80928
3887,-2.43347
3888,-2.53054
3889,-2.44387
3890,-2.81921
3891,-2.49423
3892,-2.04196
3893,-2.88765
3894,-2.9771
3895,-2.49219
3896,-2.02123
3897,-1.78235
3898,-1.69671
3899,-1.74716
3900,-2.43831
3901,-2.5693
3902,-2.59459
3903,-2.66227
3904,-2.59002
3905,-2.24364
3906,-2.38712
3907,-2.35238
3908,-2.00558
3909,-2.21777
3910,-2.81672
3911,-2.8835
3912,-2.44717
3913,-2.28086
3914,-2.43265
3915,-2.96796
3916,-1.32341
3917,-2.81704
3918,-2.24101
3919,-2.57521
3920,-2.18576
3921,-2.44787
3922,-2.49191
3923,-2.26869
3924,-1.90463
3925,-2.61094
3926,-2.09375
3927,-2.91226
3928,-2.56189
3929,-2.25198
3930,-2.60244
3931,-2.55035
3932,-2.61204
3933,-2.48178
3934,-1.92822
3935,-2.46035
3936,-2.29487
3937,-2.02627
3938,-2.19468
3939,-2.5792
3940,-2.80935
3941,-1.48625
3942,-2.23604
3943,-2.78823
3944,-1.47279
3945,-2.1298
3946,-1.80077
3947,-2.60636
3948,-2.47428
3949,-2.08024
3950,-2.09227
3951,-1.80344
3952,-2.36332
3953,-2.61599
3954,-2.07372
3955,-2.20219
3956,-2.14702
3957,-1.75559
3958,-2.86661
3959,-1.97696
3960,-2.41119
3961,-2.39399
3962,-2.03386
3963,-1.65457
3964,-2.6655
3965,-2.84614
3966,-2.58067
3967,-2.37238
3968,-2.18283
3969,-2.29491
3970,-1.65073
3971,-1.72772
3972,-1.59445
3973,-2.31613
3974,-2.49195
3975,-1.85028
3976,-2.8469
3977,-1.80804
3978,-2.2769
3979,-2.37276
3980,-2.28693
3981,-1.99567
3982,-2.11607
3983,-2.59941
3984,-1.90957
3985,-2.28439
3986,-2.0429
3987,-2.22808
3988,-1.36478
3989,-2.67776
3990,-2.26545
3991,-2.45582
3992,-2.69322
3993,-2.28762
3994,-2.12925
3995,-2.25303
3996,-2.22664
3997,-2.217
3998,-2.07009
3999,-2.46407
4000,-2.41751
4001,-2.43715
4002,-2.42639
4003,-2.55239
4004,-2.40628
4005,-2.14198
4006,-2.26131
4007,-2.42171
4008,-2.5704
4009,-2.85211
4010,-2.77657
4011,-2.56356
4012,-1.8846
4013,-2.35774
4014,-1.75745
4015,-2.78458
4016,-2.71291
4017,-1.89673
4018,-2.49455
4019,-1.83945
4020,-1.61961
4021,-2.59191
4022,-2.43633
4023,-2.25587
4024,-1.95916
4025,-2.4418
4026,-2.88874
4027,-2.37567
4028,-1.97865
4029,-2.15195
4030,-2.18631
4031,-2.15215
4032,-1.89913
4033,-2.6078
4034,-2.3304
4035,-2.24947
4036,-2.42633
4037,-2.58697
4038,-2.27961
4039,-2.26428
4040,-2.36031
4041,-2.48094
4042,-2.67399
4043,-2.15538
4044,-1.50466
4045,-2.04006
4046,-2.86787
4047,-2.44813
4048,-2.49574
4049,-2.11713
4050,-1.17892
4051,-2.37058
4052,-2.45949
4053,-2.41004
4054,-1.56406
4055,-2.4895
4056,-2.17626
4057,-2.60083
4058,-2.42189
4059,-2.46204
4060,-2.44622
4061,-2.58464
4062,-2.10733
4063,-1.43083
4064,-2.00986
4065,-1.99717
4066,-2.33864
4067,-2.30104
4068,-2.55478
4069,-2.19969
4070,-2.88278
4071,-3.11688
4072,-2.75033
4073,-2.40932
4074,-2.15036
4075,-2.72227
4076,-2.05574
4077,-2.79118
4078,-2.32323
4079,-2.40996
4080,-2.42524
4081,-2.78861
4082,-1.01898
4083,-2.74674
4084,-2.76442
4085,-2.53501
4086,-2.18671
4087,-1.49228
4088,-2.20024
4089,-1.60158
4090,-2.79499
4091,-1.96313
4092,-2.04859
4093,-2.97187
4094,-3.35574
4095,-2.06949
4096,-2.38227
4097,-2.17249
4098,-2.15332
4099,-2.39252
4100,-2.25809
4101,-2.89794
4102,-2.15911
4103,-2.16188
4104,-2.24119
4105,-2.61319
4106,-2.47816
4107,-2.22037
4108,-3.15206
4109,-2.83367
4110,-2.86211
4111,-2.21367
4112,-2.18189
4113,-2.63666
4114,-1.93069
4115,-1.95231
4116,-2.44979
4117,-2.61419
4118,-2.3441
4119,-2.20401
4120,-2.68908
4121,-2.12602
4122,-2.36427
4123,-2.2808
4124,-1.94396
4125,-2.55911
4126,-2.47118
4127,-2.22502
4128,-2.03474
4129,-2.26779
4130,-1.88937
4131,-1.81608
4132,-1.8389
4133,-1.47672
4134,-2.04737
4135,-1.44899
4136,-2.32239
4137,-2.58353
4138,-2.31563
4139,-2.13817
4140,-2.06988
4141,-2.60632
4142,-2.6714
4143,-2.31086
4144,-2.31078
4145,-2.10744
4146,-2.29098
4147,-1.72269
4148,-2.81103
4149,-2.58728
4150,-1.63341
4151,-2.03727
4152,-1.13929
4153,-2.77257
4154,-2.22968
4155,-2.1551
4156,-2.04678
4157,-2.59761
4158,-2.58
4159,-2.05373
4160,-2.35541
4161,-1.89453
4162,-2.07964
4163,-1.89218
4164,-2.42711
4165,-2.28958
4166,-2.41332
4167,-2.43686
4168,-1.86881
4169,-1.43176
4170,-2.4702
4171,-2.4295
4172,-1.23338
4173,-1.43454
4174,-2.38602
4175,-2.325
4176,-2.13607
4177,-2.64765
4178,-2.30144
4179,-2.30533
4180,-2.31188
4181,-2.36551
4182,-2.34443
4183,-2.82615
4184,-2.21619
4185,-2.56197
4186,-2.31878
4187,-2.80982
4188,-2.62437
4189,-3.09375
4190,-2.35819
4191,-2.09064
4192,-1.67859
4193,-2.53899
4194,-2.23443
4195,-2.1782
4196,-2.23528
4197,-1.67493
4198,-2.18903
4199,-2.36697
4200,-2.61226
4201,-2.44929
4202,-2.48514
4203,-2.41743
4204,-2.05541
4205,-1.57104
4206,-2.16378
4207,-2.3513
4208,-2.09857
4209,-2.14837
4210,-2.38499
4211,-2.5358
4212,-2.57758
4213,-2.10368
4214,-1.43478
4215,-2.49146
4216,-2.88025
4217,-1.92741
4218,-2.32587
4219,-2.67755
4220,-2.29489
4221,-2.30643
4222,-2.53111
4223,-2.42887
4224,-2.25936
4225,-2.74675
4226,-2.48182
4227,-2.49053
4228,-2.4706
4229,-2.78732
4230,-2.17385
4231,-2.96945
4232,-2.54078
4233,-2.59733
4234,-1.98061
4235,-2.86218
4236,-2.07409
4237,-2.34111
4238,-2.39251
4239,-2.4257
4240,-2.48982
4241,-2.49915
4242,-1.93371
4243,-2.42985
4244,-2.49081
4245,-2.75992
4246,-2.36729
4247,-2.54661
4248,-1.28718
4249,-1.71025
4250,-2.77146
4251,-3.12296
4252,-1.14518
4253,-2.40836
4254,-2.12422
4255,-2.24563
4256,-1.64644
4257,-2.28365
4258,-2.86509
4259,-1.7154
4260,-2.59734
4261,-2.19936
4262,-2.27059
4263,-2.39511
4264,-2.72727
4265,-2.91199
4266,-2.10295
4267,-2.32528
4268,-2.01925
4269,-2.07299
4270,-2.35162
4271,-2.23962
4272,-2.67537
4273,-2.89738
4274,-3.09265
4275,-2.04043
4276,-2.51976
4277,-2.94452
4278,-2.23559
4279,-2.32884
4280,-1.74871
4281,-1.34892
4282,-2.354
4283,-2.93358
4284,-2.24831
4285,-2.68405
4286,-2.59631
4287,-3.03973
4288,-2.52937
4289,-1.94226
4290,-2.56073
4291,-2.9249
4292,-2.24793
4293,-2.53169
4294,-2.90116
4295,-2.69849
4296,-2.68441
4297,-2.6962
4298,-2.04486
4299,-1.56455
4300,-2.95519
4301,-2.40986
4302,-2.26357
4303,-2.49038
4304,-2.63698
4305,-2.34951
4306,-2.54575
4307,-3.10844
4308,-2.21082
4309,-1.56725
4310,-2.55006
4311,-2.7468
4312,-2.79144
4313,-2.15107
4314,-2.7235
4315,-2.46957
4316,-1.92376
4317,-2.49254
4318,-1.88128
4319,-1.62811
4320,-2.89197
4321,-2.24145
4322,-2.52518
4323,-2.32492
4324,-2.81611
4325,-1.22729
4326,-2.54316
4327,-2.06883
4328,-2.37924
4329,-1.90127
4330,-2.20503
4331,-2.21275
4332,-2.39312
4333,-2.18716
4334,-1.68302
4335,-2.37902
4336,-2.3931
4337,-2.27746
4338,-2.2602
4339,-2.34677
4340,-2.67992
4341,-2.23916
4342,-2.348
4343,-2.58336
4344,-2.18577
4345,-2.2884
4346,-2.80358
4347,-2.1211
4348,-1.42914
4349,-1.73205
4350,-2.75048
4351,-2.02116
4352,-2.39072
4353,-3.16375
4354,-2.29467
4355,-2.29339
4356,-2.33395
4357,-2.35243
4358,-2.18578
4359,-3.13286
4360,-2.22437
4361,-2.28641
4362,-2.50742
4363,-1.683
4364,-2.32722
4365,-1.6968
4366,-2.8198
4367,-2.38758
4368,-2.62183
4369,-2.4588
4370,-2.33606
4371,-2.87519
4372,-1.80079
4373,-2.45445
4374,-2.71182
4375,-2.1589
4376,-2.17056
4377,-2.59671
4378,-2.52436
4379,-2.60158
4380,-2.375
4381,-1.96621
4382,-2.88005
4383,-2.71951
4384,-2.53635
4385,-2.35931
4386,-2.52435
4387,-1.55332
4388,-2.48943
4389,-2.85697
4390,-2.84666
4391,-2.1202
4392,-2.15598
4393,-2.80753
4394,-1.91227
4395,-2.1308
4396,-2.0952
4397,-2.31406
4398,-2.53682
4399,-2.16001
4400,-1.68746
4401,-2.22702
4402,-2.50881
4403,-2.37436
4404,-1.76992
4405,-2.96895
4406,-3.01884
4407,-2.5599
4408,-2.03787
4409,-2.25891
4410,-2.55691
4411,-2.03154
4412,-1.28344
4413,-2.80185
4414,-1.21951
4415,-2.09972
4416,-2.38703
4417,-3.09922
4418,-2.71478
4419,-2.21288
4420,-2.21297
4421,-2.54882
4422,-2.77504
4423,-2.86162
4424,-1.69971
4425,-2.39147
4426,-2.43489
4427,-2.23436
4428,-2.69218
4429,-2.42311
4430,-2.22798
4431,-2.33088
4432,-2.33403
4433,-2.00495
4434,-2.52743
4435,-2.31104
4436,-2.08476
4437,-2.6721
4438,-2.75033
4439,-2.52386
4440,-2.58907
4441,-3.03578
4442,-2.16694
4443,-2.10291
4444,-1.2675
4445,-1.64746
4446,-2.11428
4447,-2.57014
4448,-2.31165
4449,-2.40498
4450,-2.39894
4451,-2.21977
4452,-1.74377
4453,-3.28598
4454,-2.55334
4455,-2.86024
4456,-2.63919
4457,-1.96113
4458,-2.58901
4459,-2.18291
4460,-2.92475
4461,-0.633856
4462,-2.50719
4463,-2.24645
4464,-2.41756
4465,-2.95578
4466,-2.43082
4467,-2.4639
4468,-3.03774
4469,-2.29729
4470,-2.15175
4471,-2.92561
4472,-2.63532
4473,-2.51625
4474,-2.74423
4475,-1.55338
4476,-2.93974
4477,-3.18816
4478,-2.3024
4479,-2.06906
4480,-2.2743
4481,-1.83095
4482,-2.27027
4483,-1.80668
4484,-2.78345
4485,-2.49459
4486,-3.02616
4487,-2.32315
4488,-2.68508
4489,-2.46797
4490,-2.90759
4491,-2.10931
4492,-2.21026
4493,-2.21734
4494,-2.75307
4495,-2.47722
4496,-2.23412
4497,-1.90573
4498,-2.42649
4499,-3.17744
4500,-1.99151
4501,-2.2725
4502,-2.39606
4503,-1.74243
4504,-1.55056
4505,-3.01378
4506,-2.11741
4507,-3.1015
4508,-1.48448
4509,-2.38673
4510,-2.8659
4511,-2.33277
4512,-2.39233
4513,-2.65345
4514,-2.56623
4515,-2.30518
4516,-2.34252
4517,-1.05825
4518,-2.3515
4519,-2.01112
4520,-2.65559
4521,-1.85153
4522,-2.10949
4523,-1.82665
4524,-2.52093
4525,-2.50253
4526,-1.85269
4527,-2.64454
4528,-3.13837
4529,-2.56502
4530,-2.58114
4531,-2.54357
4532,-2.45997
4533,-2.50834
4534,-1.92322
4535,-2.04606
4536,-1.70247
4537,-2.42133
4538,-1.70767
4539,-2.0662
4540,-2.68692
4541,-2.05018
4542,-2.8955
4543,-2.63256
4544,-2.36267
4545,-2.05116
4546,-2.70039
4547,-1.62786
4548,-2.24659
4549,-2.56156
4550,-2.48353
4551,-2.17658
4552,-2.76956
4553,-2.18085
4554,-2.90883
4555,-2.45121
4556,-2.06991
4557,-2.40944
4558,-2.82006
4559,-2.51955
4560,-2.22458
4561,-1.69
4562,-1.96953
4563,-2.82978
4564,-3.27536
4565,-1.02699
4566,-2.4835
4567,-1.95201
4568,-2.15205
4569,-2.5816
4570,-2.4018
4571,-2.49448
4572,-2.2815
4573,-2.33346
4574,-2.46828
4575,-2.23388
4576,-2.64263
4577,-2.78266
4578,-1.77277
4579,-2.32095
4580,-2.3032
4581,-2.39863
4582,-2.16605
4583,-2.42346
4584,-2.2381
4585,-2.89639
4586,-2.5835
4587,-2.46577
4588,-1.18039
4589,-1.38987
4590,-2.44858
4591,-2.54845
4592,-1.99565
4593,-2.52664
4594,-2.26143
4595,-1.87478
4596,-2.96376
4597,-2.16921
4598,-1.73913
4599,-2.91682
4600,-2.46514
4601,-2.13406
4602,-2.73809
4603,-2.56501
4604,-1.61701
4605,-2.9168
4606,-2.45451
4607,-2.26726
4608,-1.11455
4609,-2.5772
4610,-2.18688
4611,-2.48722
4612,-1.44117
4613,-2.76572
4614,-2.59364
4615,-2.52774
4616,-1.89683
4617,-2.42208
4618,-2.48636
4619,-2.84036
4620,-2.10673
4621,-2.30728
4622,-2.31876
4623,-2.77805
4624,-2.74671
4625,-1.7297
4626,-2.43853
4627,-2.29087
4628,-1.60119
4629,-2.21641
4630,-2.87591
4631,-1.66543
4632,-2.16131
4633,-2.40871
4634,-2.54534
4635,-2.57943
4636,-2.43525
4637,-2.66373
4638,-2.40335
4639,-2.01954
4640,-2.40029
4641,-1.49196
4642,-1.97631
4643,-1.67783
4644,-2.74706
4645,-2.33792
4646,-2.35703
4647,-2.33055
4648,-2.36993
4649,-2.19859
4650,-2.59858
4651,-2.51314
4652,-2.4002
4653,-2.51075
4654,-1.6748
4655,-2.1902
4656,-2.88827
4657,-2.26639
4658,-2.72354
4659,-2.35544
4660,-2.38881
4661,-2.31024
4662,-1.70653
4663,-2.36425
4664,-2.35492
4665,-2.38871
4666,-2.28934
4667,-2.13122
4668,-2.11452
4669,-1.82192
4670,-2.04417
4671,-2.3106
4672,-2.45754
4673,-2.53521
4674,-2.29035
4675,-2.48693
4676,-2.45563
4677,-2.06889
4678,-2.5133
4679,-2.29381
4680,-2.92665
4681,-2.674
4682,-2.74442
4683,-2.18939
4684,-2.51498
4685,-2.59771
4686,-2.57992
4687,-1.82259
4688,-2.90413
